t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
170350,-0.45108,0.15268,0.74142,-0.4692,0.4624,-0.84302,-0.10547,-6.40869,15.01465,-13.30566
170390,-0.45606,0.15381,0.7404,-0.4656,0.45923,-0.84497,-0.10669,-9.94873,14.46533,-12.51221
170430,-0.46099,0.15538,0.73925,-0.46204,0.46509,-0.83057,-0.08081,-8.05664,13.85498,-11.90186
170470,-0.46524,0.15633,0.73863,-0.45845,0.49097,-0.87549,-0.08911,-10.55908,14.09912,-12.39014
170510,-0.47074,0.15851,0.73684,-0.45493,0.46826,-0.83887,-0.08838,-8.8501,17.33398,-11.23047
170555,-0.47534,0.15926,0.73641,-0.45058,0.48804,-0.83618,-0.06641,-10.55908,6.53076,-15.38086
170595,-0.47955,0.15941,0.73583,-0.44699,0.48438,-0.85425,-0.05225,-7.50732,12.51221,-12.93945
170635,-0.48389,0.16027,0.73448,-0.44422,0.45801,-0.88501,-0.06152,-8.42285,8.97217,-13.73291
170675,-0.4866,0.16022,0.73386,-0.44229,0.50415,-0.83936,-0.073,-1.58691,8.17871,-11.2915
170715,-0.49149,0.1613,0.73183,-0.43985,0.47119,-0.88403,-0.07837,-7.08008,17.57813,-12.57324
170760,-0.49461,0.16147,0.73101,-0.43764,0.48682,-0.84204,-0.12061,-1.52588,1.70898,-14.03809
170800,-0.49988,0.16236,0.72887,-0.4349,0.50122,-0.85718,-0.10767,-2.62451,27.70996,-10.49805
170840,-0.50569,0.16532,0.72569,-0.43238,0.41089,-0.86499,-0.09692,-5.43213,5.98145,-15.44189
170880,-0.50533,0.16186,0.72792,-0.43036,0.50977,-0.85571,-0.12402,-0.24414,-5.12695,-19.53125
170920,-0.50745,0.15909,0.72907,-0.42693,0.49756,-0.89111,-0.09277,-8.30078,4.02832,-22.88818
170964,-0.50947,0.15496,0.73101,-0.4227,0.48901,-0.81421,-0.09961,-5.79834,-8.91113,-25.6958
171005,-0.50979,0.15007,0.73398,-0.41891,0.51733,-0.8042,-0.10254,-5.67627,-3.84521,-23.25439
171045,-0.51173,0.14741,0.73533,-0.41511,0.51074,-0.83984,-0.08765,-8.11768,1.34277,-22.52197
171085,-0.51243,0.14453,0.73806,-0.4104,0.49634,-0.81201,-0.10864,-10.62012,-7.99561,-24.23096
171125,-0.51357,0.14159,0.7407,-0.40521,0.56152,-0.80078,-0.15308,-10.68115,10.43701,-17.33398
171169,-0.51645,0.14299,0.74112,-0.40024,0.50342,-0.7981,-0.13403,-10.80322,-2.74658,-19.40918
171210,-0.51467,0.13881,0.74603,-0.39485,0.60913,-0.90723,-0.07495,-10.49805,-10.62012,-25.87891
171250,-0.52016,0.13573,0.74419,-0.39221,0.52222,-0.75415,-0.04883,-5.06592,22.88818,-21.30127
171290,-0.52524,0.13963,0.74294,-0.38638,0.40137,-0.87598,-0.16846,-14.95361,14.5874,-18.49365
171330,-0.52579,0.14027,0.74348,-0.38437,0.50635,-0.73828,-0.19971,-9.58252,6.83594,-13.06152
171374,-0.53038,0.14529,0.74314,-0.37678,0.55396,-0.75195,-0.19922,-15.56396,33.93555,-10.19287
171415,-0.54023,0.15604,0.73661,-0.37127,0.42871,-0.84741,-0.08154,-15.80811,46.20361,-6.10352
171455,-0.55026,0.16037,0.7319,-0.36393,0.72656,-0.6958,-0.302,-9.46045,38.51318,-20.08057
171495,-0.56648,0.16713,0.72254,-0.3546,0.61841,-0.7395,-0.09277,-8.8501,71.59424,-15.19775
171539,-0.58492,0.17066,0.71542,-0.33696,0.92261,-0.6792,-0.33447,-37.35352,49.68262,-36.31592
171580,-0.60004,0.17452,0.71293,-0.31282,1.02417,-0.82788,-0.40308,-29.23584,69.70215,-47.24121
171620,-0.61924,0.17645,0.70749,-0.28548,1.04541,-0.75903,-0.26123,-45.28809,90.33203,-61.21826
171660,-0.6531,0.18593,0.68696,-0.25221,0.80908,-0.84106,-0.21069,-45.77637,163.20801,-61.82861
171700,-0.68839,0.19701,0.66138,-0.21568,0.93018,-0.79785,-0.1814,-53.34473,146.1792,-73.54736
171744,-0.73093,0.20808,0.62536,-0.16731,1.02295,-0.74219,-0.19385,-55.54199,200.92773,-83.12988
171785,-0.75981,0.2134,0.59941,-0.12032,0.96533,-0.78979,-0.15161,-57.31201,110.53467,-113.58643
171825,-0.78544,0.21369,0.57414,-0.06636,1.16479,-0.78101,-0.16528,-58.1665,209.96094,-113.58643
171865,-0.82457,0.21475,0.52012,-0.00831,0.92017,-0.78174,-0.02612,-43.45703,218.87207,-127.50244
171905,-0.85398,0.20861,0.47035,0.05106,0.95239,-0.81787,0.06641,-35.5835,237.79297,-135.31494
171949,-0.8855,0.18883,0.40457,0.11483,0.97412,-0.68457,0.61987,-5.18799,172.97363,-150.26855
171990,-0.89832,0.16917,0.36356,0.16986,0.91992,-0.69019,0.63306,-3.54004,161.01074,-149.29199
172030,-0.90561,0.1493,0.32445,0.22122,0.72681,-0.63818,0.66406,-1.34277,134.76563,-144.65332
172070,-0.90612,0.12962,0.2946,0.26831,0.7312,-0.53784,0.56567,11.47461,138.97705,-140.74707
172110,-0.90578,0.10407,0.25888,0.3136,0.5105,-0.48535,0.65454,30.82275,115.60059,-144.16504
172154,-0.90078,0.0705,0.22115,0.36242,0.57007,-0.34424,0.64038,40.52734,161.01074,-139.34326
172195,-0.89238,0.03421,0.18717,0.40507,0.16406,-0.19409,0.70825,49.92676,88.31787,-144.65332
172235,-0.87653,0.00976,0.17651,0.44393,0.32275,-0.04175,0.6958,39.12354,56.70166,-125
172275,-0.86258,-0.02191,0.15441,0.47776,-0.31177,0.14697,0.69385,37.96387,67.81006,-116.45508
172315,-0.84853,-0.04574,0.13745,0.50561,0.07007,0.24707,0.73438,15.68604,55.11475,-76.78223
172359,-0.8375,-0.06584,0.12134,0.52551,-0.30249,0.18311,0.66309,-6.04248,15.19775,-57.86133
172400,-0.83122,-0.07531,0.10658,0.53727,0.01343,0.0957,0.67456,17.7002,83.92334,-34.17969
172440,-0.82543,-0.09814,0.07423,0.54786,-0.35303,0.03589,0.55469,-3.479,70.67871,-31.92139
172480,-0.82837,-0.11576,0.05165,0.54255,-0.58862,0.76318,0.94971,5.79834,50.90332,41.87012
172525,-0.84114,-0.10287,0.04589,0.52576,0.45679,-0.04541,1.14893,-67.13867,-20.75195,32.22656
172565,-0.84893,-0.09241,0.04577,0.51508,0.58618,0.48291,1.10889,5.37109,38.26904,31.25
172605,-0.85456,-0.08236,0.05792,0.50617,0.84375,0.30518,0.94458,-13.85498,-62.31689,26.79443
172645,-0.85509,-0.06909,0.0777,0.50461,0.69531,0.27808,0.84619,-15.38086,13.18359,-10.49805
172685,-0.85709,-0.07138,0.06519,0.50267,-0.01392,0.31396,0.97827,1.46484,-5.06592,17.51709
172729,-0.85789,-0.062,0.06807,0.50217,0.4939,0.00098,0.94873,-36.37695,41.01563,-6.46973
172770,-0.86065,-0.06328,0.05152,0.49925,-0.36841,0.625,1.15991,-12.69531,-44.49463,27.9541
172810,-0.85967,-0.01084,0.07075,0.50247,0.84839,-0.29492,0.93677,-63.5376,-39.00146,1.15967
172850,-0.8567,-0.00815,0.06808,0.50793,0.42578,0.17432,1.0896,33.69141,57.55615,-19.89746
172890,-0.85403,-0.03565,0.06327,0.51184,0.19312,0.22925,0.92969,8.60596,9.21631,-14.03809
172935,-0.85184,-0.03156,0.06438,0.51561,0.34717,0.22534,1.02856,-2.0752,55.41992,-14.52637
172975,-0.8501,-0.03568,0.05527,0.51927,0.28198,0.22339,1.08496,-10.49805,6.04248,-12.02393
173015,-0.84632,-0.02845,0.05867,0.52547,0.49268,0.02417,0.89282,-6.95801,14.70947,-32.2876
173055,-0.84163,-0.03769,0.05361,0.53292,0.11182,0.40479,1.08154,10.19287,28.80859,-18.43262
173095,-0.83577,-0.0413,0.05769,0.54138,0.1228,0.05762,0.85718,57.43408,-23.80371,-50.354
173140,-0.83035,-0.04471,0.07026,0.54792,0.26123,0.29834,1.07227,-32.04346,42.84668,-2.99072
173180,-0.8316,-0.04437,0.05868,0.54741,0.26416,0.17603,0.92041,-25.6958,38.26904,-4.82178
173220,-0.82893,-0.04664,0.05719,0.55142,0.25659,0.36157,0.99902,3.2959,12.08496,-15.38086
173260,-0.82734,-0.04015,0.0583,0.55419,0.50513,0.1875,0.90308,-28.32031,7.50732,-8.36182
173300,-0.82407,-0.03957,0.05703,0.55922,0.38281,0.20459,1.05835,15.31982,32.22656,-27.16064
173345,-0.81907,-0.04378,0.05678,0.56622,0.25269,0.23315,1.03662,-11.1084,-7.38525,-20.69092
173385,-0.81547,-0.04343,0.0574,0.57136,0.24146,0.32544,1.04517,-7.14111,16.29639,-18.61572
173425,-0.81348,-0.04072,0.05605,0.57452,0.32397,0.14209,0.90356,9.58252,24.53613,-10.0708
173465,-0.80641,-0.06099,0.0632,0.5819,0.32544,0.09741,1.09424,71.16699,3.2959,-38.94043
173510,-0.80299,-0.08766,0.07496,0.58184,0.31592,0.3877,0.94629,44.06738,55.84717,0.48828
173550,-0.80085,-0.10291,0.07452,0.58234,0.35278,0.35229,1.06226,34.48486,43.70117,-2.62451
173590,-0.80421,-0.11999,0.07119,0.57482,0.20459,0.34692,0.90283,21.85059,40.89355,10.31494
173630,-0.80365,-0.12265,0.07747,0.57422,0.31104,0.43359,0.99268,11.2915,19.04297,7.38525
173670,-0.80592,-0.12885,0.07348,0.57019,0.22827,0.41064,0.98901,-8.30078,33.75244,-13.91602
173715,-0.80441,-0.13199,0.07237,0.57174,0.37671,0.48291,0.8855,1.64795,14.64844,-5.5542
173755,-0.80328,-0.13459,0.07267,0.57269,0.15527,0.24121,0.93604,5.12695,11.84082,-11.96289
173755,-0.80328,-0.13459,0.07267,0.57269,0.15527,0.24121,0.93604,5.12695,11.84082,-11.96289
173755,-0.80328,-0.13459,0.07267,0.57269,0.15527,0.24121,0.93604,5.12695,11.84082,-11.96289
173755,-0.80328,-0.13459,0.07267,0.57269,0.15527,0.24121,0.93604,5.12695,11.84082,-11.96289
173755,-0.80328,-0.13459,0.07267,0.57269,0.15527,0.24121,0.93604,5.12695,11.84082,-11.96289
173755,-0.80328,-0.13459,0.07267,0.57269,0.15527,0.24121,0.93604,5.12695,11.84082,-11.96289
173755,-0.80328,-0.13459,0.07267,0.57269,0.15527,0.24121,0.93604,5.12695,11.84082,-11.96289
173755,-0.80328,-0.13459,0.07267,0.57269,0.15527,0.24121,0.93604,5.12695,11.84082,-11.96289
