t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
256174,-0.14238,-0.14407,0.28633,0.93467,-0.22949,0.68066,0.79419,-7.38525,10.68115,-12.45117
256219,-0.13906,-0.14959,0.28424,0.93495,-0.2063,0.68481,0.77905,-7.69043,8.54492,-12.69531
256259,-0.13597,-0.1538,0.28208,0.93537,-0.22656,0.68872,0.78613,-6.28662,8.05664,-13.24463
256299,-0.13275,-0.15822,0.2802,0.93566,-0.25073,0.68311,0.79468,-6.65283,8.78906,-13.73291
256339,-0.12956,-0.16174,0.27849,0.93601,-0.229,0.68921,0.79736,-5.85938,6.40869,-12.20703
256379,-0.12675,-0.16476,0.27719,0.93626,-0.21558,0.67139,0.79004,-5.37109,6.22559,-11.90186
256424,-0.12361,-0.16664,0.27638,0.93659,-0.17139,0.68872,0.79395,-5.43213,2.68555,-11.1084
256464,-0.12017,-0.16743,0.27593,0.93703,-0.16748,0.68457,0.87183,-2.13623,-3.2959,-17.39502
256504,-0.11255,-0.16015,0.2774,0.93881,0.05151,0.73633,0.92065,5.43213,-25.02441,-25.81787
256544,-0.09947,-0.14645,0.28465,0.94035,0.34058,0.9292,0.92065,16.90674,-47.85156,-43.94531
256584,-0.07667,-0.12114,0.29471,0.94299,0.57422,1.10303,0.75732,10.0708,-79.95605,-71.5332
256629,-0.03613,-0.08434,0.30226,0.94702,0.49048,1.2998,0.66943,-9.94873,-123.90137,-97.96143
256669,0.01242,-0.05142,0.29903,0.951,0.62891,1.33008,0.65576,-39.36768,-87.82959,-141.6626
256709,0.07411,-0.04353,0.28942,0.95156,0.25903,1.02344,0.57495,-54.01611,-49.98779,-205.2002
256749,0.15324,-0.05266,0.26043,0.95003,0.15747,0.36841,0.51685,-97.35107,11.04736,-263.91602
256789,0.23945,-0.10418,0.21121,0.94012,-0.65503,-0.64722,0.98877,-124.08447,36.56006,-284.729
256834,0.34234,-0.1539,0.12776,0.9162,-0.45386,-1.38379,0.52856,-159.91211,47.11914,-283.14209
256874,0.38562,-0.20923,0.08374,0.89282,-2.26855,-1.38647,1.42651,-37.90283,-23.37646,-66.89453
256914,0.3794,-0.17518,0.06546,0.90427,-0.89917,-1.01953,1.24951,30.82275,-113.46436,119.20166
256954,0.33183,-0.16245,0.09166,0.92289,-0.84424,-1.00049,1.06909,143.43262,40.58838,210.51025
256994,0.26699,-0.16311,0.15176,0.93579,-0.32666,-0.07715,0.65283,142.76123,100.21973,227.53906
257039,0.18539,-0.17369,0.21612,0.94095,-0.36987,0.06958,0.67065,93.50586,38.14697,220.52002
257079,0.12321,-0.14534,0.25543,0.94609,0.40649,0.98999,0.58276,102.90527,21.78955,194.70215
257119,0.06168,-0.13763,0.29917,0.94041,0.03271,0.76733,0.37866,35.40039,41.62598,151.85547
257159,0.00574,-0.12504,0.32141,0.93683,0.5603,1.12012,0.71704,22.82715,67.07764,138.61084
257199,-0.04537,-0.13445,0.33984,0.9279,0.70605,1.03076,0.58301,27.64893,100.28076,95.45898
257244,-0.08891,-0.15243,0.35381,0.91668,0.97119,1.06885,0.73511,22.52197,119.38477,40.71045
257284,-0.10157,-0.1634,0.36595,0.90868,0.56543,1.09375,0.58203,7.20215,13.5498,-27.16064
257324,-0.08906,-0.15731,0.36267,0.91237,0.03394,0.79639,0.77197,-23.13232,-10.55908,-54.19922
257364,-0.0761,-0.16004,0.3508,0.91769,-0.37476,0.75098,0.80981,-31.49414,-1.46484,-36.13281
257404,-0.0713,-0.16544,0.3383,0.92181,-0.65527,0.6875,0.92773,-22.46094,13.97705,12.26807
257444,-0.07407,-0.16294,0.33627,0.92277,0.06616,0.66187,0.72852,-20.81299,37.10938,-1.58691
257484,-0.07701,-0.17183,0.34286,0.91849,-0.00708,0.94092,0.58447,26.12305,14.09912,-0.85449
257524,-0.07239,-0.1637,0.34364,0.92006,0.20508,0.68994,0.66284,11.96289,-10.31494,-20.99609
257564,-0.06785,-0.16363,0.34739,0.91901,-0.08154,0.76758,0.67725,-6.40869,-11.23047,-19.28711
257604,-0.06922,-0.16497,0.34603,0.91918,0.04785,0.78198,0.79932,2.74658,49.86572,-4.57764
257644,-0.07689,-0.18479,0.35329,0.912,-0.10254,0.90137,0.65112,32.40967,67.68799,-1.34277
257684,-0.08024,-0.19518,0.35964,0.90706,-0.02271,0.82104,0.61597,13.06152,14.09912,-10.19287
257724,-0.07463,-0.19726,0.36766,0.90387,-0.24487,1.00098,0.49023,-0.06104,-25.39063,-30.88379
257764,-0.06097,-0.17742,0.3595,0.91225,0.17383,0.64771,0.77075,-49.49951,-56.45752,-19.77539
257804,-0.06202,-0.17393,0.36053,0.91244,-0.11694,0.89502,0.67871,28.9917,30.0293,-6.5918
257844,-0.06312,-0.17537,0.3706,0.90804,-0.02246,0.86426,0.64258,20.08057,5.49316,-2.2583
257884,-0.06516,-0.17183,0.38358,0.90318,-0.08374,0.89648,0.54663,32.95898,11.65771,4.63867
257924,-0.06537,-0.17208,0.38876,0.90089,-0.22241,0.71045,0.59912,-16.78467,-17.94434,-15.07568
257924,-0.06537,-0.17208,0.38876,0.90089,-0.22241,0.71045,0.59912,-16.78467,-17.94434,-15.07568
257924,-0.06537,-0.17208,0.38876,0.90089,-0.22241,0.71045,0.59912,-16.78467,-17.94434,-15.07568
257924,-0.06537,-0.17208,0.38876,0.90089,-0.22241,0.71045,0.59912,-16.78467,-17.94434,-15.07568
257924,-0.06537,-0.17208,0.38876,0.90089,-0.22241,0.71045,0.59912,-16.78467,-17.94434,-15.07568
257924,-0.06537,-0.17208,0.38876,0.90089,-0.22241,0.71045,0.59912,-16.78467,-17.94434,-15.07568
