t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
406659,0.66057,-0.72295,-0.18719,-0.05077,0.25537,-0.91162,-0.17725,-14.46533,6.71387,-23.74268
406699,0.65602,-0.72585,-0.18998,-0.05754,0.18408,-0.89819,-0.19092,-15.50293,3.96729,-23.55957
406739,0.64994,-0.72971,-0.19525,-0.06013,0.23193,-0.94629,-0.20313,-18.9209,-8.48389,-21.48438
406784,0.6447,-0.73323,-0.19877,-0.06207,0.23193,-0.9314,-0.20068,-9.09424,3.72314,-11.53564
406824,0.64062,-0.7362,-0.20041,-0.06378,0.22729,-0.9082,-0.19409,-17.82227,-9.64355,-14.34326
406864,0.63482,-0.7399,-0.2051,-0.06417,0.27856,-0.93506,-0.19727,-15.74707,-6.22559,-16.41846
406904,0.63056,-0.74245,-0.2074,-0.06913,0.21265,-0.92188,-0.17944,-21.54541,4.08936,-20.44678
406944,0.62546,-0.74539,-0.21165,-0.0709,0.22314,-0.91187,-0.19653,-12.26807,-8.30078,-20.01953
406984,0.62134,-0.74731,-0.2166,-0.07195,0.18701,-0.9248,-0.18506,-15.99121,-8.72803,-21.72852
407024,0.61679,-0.74935,-0.22292,-0.07055,0.24438,-0.92871,-0.21631,-8.97217,-15.99121,-18.06641
407064,0.61362,-0.75088,-0.2267,-0.06994,0.23389,-0.93188,-0.20898,-13.42773,-5.85938,-14.89258
407104,0.61045,-0.7521,-0.2312,-0.06977,0.24023,-0.87061,-0.22437,-5.7373,-9.58252,-17.82227
407144,0.60773,-0.75326,-0.23403,-0.07155,0.24121,-0.92041,-0.21484,-15.74707,3.05176,-16.47949
407184,0.60544,-0.75447,-0.23493,-0.0752,0.20581,-0.87085,-0.23584,-4.76074,7.93457,-14.95361
407224,0.60415,-0.75541,-0.23453,-0.07729,0.20264,-0.90674,-0.2417,-7.56836,1.2207,-11.35254
407264,0.60224,-0.75642,-0.23682,-0.07543,0.22803,-0.87915,-0.24121,-6.04248,-10.62012,-12.45117
407304,0.5993,-0.75806,-0.23914,-0.07504,0.24585,-0.91772,-0.24951,-8.30078,-1.0376,-11.53564
407344,0.59694,-0.75944,-0.24049,-0.0755,0.24951,-0.88086,-0.26758,-12.45117,0.30518,-10.74219
407384,0.59403,-0.76154,-0.23994,-0.07898,0.2251,-0.90845,-0.24683,-11.2915,7.44629,-14.09912
407424,0.59173,-0.76239,-0.2432,-0.07808,0.24072,-0.89038,-0.22192,-5.85938,-14.89258,-16.8457
407464,0.59005,-0.76317,-0.24465,-0.07868,0.20215,-0.94971,-0.22534,-11.23047,7.99561,-12.45117
407504,0.5897,-0.76353,-0.24422,-0.07909,0.19336,-0.88623,-0.2793,-3.72314,0.54932,-11.71875
407544,0.58736,-0.76463,-0.24626,-0.07959,0.20386,-0.91382,-0.27417,-9.0332,-4.45557,-19.71436
407584,0.58396,-0.766,-0.25026,-0.07897,0.23608,-0.88232,-0.27319,-9.46045,-6.04248,-18.43262
407623,0.5814,-0.76732,-0.25162,-0.08062,0.23291,-0.90942,-0.29932,-9.33838,7.56836,-13.79395
407664,0.58,-0.76807,-0.25174,-0.08327,0.26758,-0.88892,-0.29736,-7.32422,7.20215,-12.51221
407704,0.57926,-0.76873,-0.25036,-0.08633,0.22363,-0.90088,-0.24463,-8.97217,7.56836,-14.95361
407749,0.57738,-0.76949,-0.25222,-0.0868,0.20703,-0.91382,-0.26196,-7.56836,-0.73242,-14.64844
407789,0.57624,-0.77015,-0.25218,-0.08857,0.23511,-0.89722,-0.27222,-9.46045,11.41357,-14.34326
407829,0.57565,-0.771,-0.2497,-0.09203,0.19141,-0.88525,-0.323,-10.25391,14.4043,-10.37598
407868,0.57512,-0.77198,-0.24742,-0.09319,0.18311,-0.85596,-0.34009,-2.68555,5.5542,-10.31494
407909,0.57371,-0.77278,-0.24789,-0.09406,0.26831,-0.85059,-0.30713,-10.55908,9.46045,-12.63428
407949,0.57268,-0.77398,-0.24388,-0.10072,0.21094,-0.90552,-0.323,-7.93457,26.55029,-10.25391
407994,0.57172,-0.77555,-0.23955,-0.10443,0.1958,-0.89551,-0.27588,-12.08496,11.84082,-10.86426
408034,0.57122,-0.7766,-0.2359,-0.10761,0.19043,-0.89526,-0.26758,-10.80322,14.77051,-9.76563
408074,0.57101,-0.77757,-0.23242,-0.10927,0.19922,-0.93628,-0.24585,-7.75146,13.42773,-9.52148
408114,0.57181,-0.77751,-0.22908,-0.11254,0.20703,-0.90308,-0.23315,-5.92041,17.33398,-12.3291
408154,0.57312,-0.77722,-0.22487,-0.11629,0.20776,-0.91895,-0.26245,-5.31006,17.63916,-9.58252
408198,0.57458,-0.77671,-0.22156,-0.11885,0.18384,-0.88184,-0.25586,-1.58691,14.46533,-11.1084
408239,0.57617,-0.77625,-0.21791,-0.12084,0.24829,-0.9043,-0.29492,-2.2583,14.83154,-7.08008
408279,0.57618,-0.77652,-0.21535,-0.12364,0.20386,-0.86304,-0.27759,-4.45557,13.79395,-10.98633
408319,0.57577,-0.77732,-0.2113,-0.1274,0.22485,-0.90454,-0.32202,-8.72803,20.87402,-9.15527
408359,0.57383,-0.77866,-0.20766,-0.13383,0.28271,-0.83691,-0.38623,-9.94873,31.67725,-11.65771
408403,0.57101,-0.78119,-0.19629,-0.14761,0.16333,-0.84204,-0.37866,-20.1416,49.19434,-7.56836
408444,0.56498,-0.78519,-0.18903,-0.15865,0.35791,-0.78198,-0.44385,-23.07129,45.53223,-9.0332
408484,0.55943,-0.78687,-0.16585,-0.19235,0.73462,-0.75244,-0.53735,-34.66797,214.90479,8.17871
408524,0.55778,-0.77945,-0.11407,-0.25486,-0.1106,-0.82471,-0.50708,-44.06738,182.9834,-3.05176
408564,0.54186,-0.78652,-0.10164,-0.27216,0.71533,-0.6543,-0.60693,-47.42432,78.43018,-8.36182
408609,0.5209,-0.78211,-0.05897,-0.33184,0.76392,-0.88623,-0.56201,-67.68799,290.34424,-8.30078
408649,0.49885,-0.75228,0.0082,-0.42637,0.57593,-0.88208,-0.56421,-75.56152,365.78369,-26.61133
408689,0.4681,-0.73088,0.0571,-0.48996,0.43408,-0.87207,-0.45142,-90.14893,144.9585,-51.81885
408728,0.4312,-0.71984,0.0867,-0.53387,0.7959,-0.97705,-0.4292,-82.03125,206.84814,-55.29785
408769,0.39358,-0.68235,0.12526,-0.60036,0.48438,-0.95898,-0.22534,-55.66406,275.26855,-64.69727
408809,0.35508,-0.63218,0.16162,-0.66691,0.57935,-1.01855,-0.09814,-38.94043,293.09082,-66.16211
408854,0.31766,-0.57429,0.1988,-0.72552,0.06689,-0.90894,-0.01733,-29.1748,171.02051,-68.66455
408894,0.28895,-0.54905,0.21163,-0.75292,0.61108,-0.90894,0.08472,-16.29639,175.1709,-59.2041
408934,0.26352,-0.49774,0.23123,-0.79119,0.06714,-0.81128,0.18481,-6.5918,147.27783,-48.58398
408974,0.24898,-0.47729,0.24371,-0.80464,0.25488,-0.76587,0.19385,-8.97217,45.16602,-36.49902
409014,0.23972,-0.47331,0.25221,-0.80717,0.26245,-0.81812,0.18384,-13.18359,27.83203,-25.20752
409058,0.23766,-0.46555,0.26132,-0.80939,0.17651,-0.74365,0.25195,-3.96729,4.69971,-11.59668
409099,0.24009,-0.46777,0.26685,-0.80559,0.3418,-0.77075,0.26758,-5.43213,-12.02393,5.98145
409139,0.25255,-0.47412,0.27665,-0.79468,0.09204,-0.80957,0.14771,-2.80762,-62.37793,22.2168
409179,0.27361,-0.49359,0.28011,-0.77439,0.33447,-0.92676,0.08887,8.97217,-86.73096,38.57422
409219,0.30799,-0.52038,0.28523,-0.74136,-0.28564,-0.94775,-0.09912,10.74219,-176.33057,59.26514
409263,0.36259,-0.57666,0.27355,-0.6766,0.06616,-1.07935,-0.24072,42.23633,-267.33398,63.7207
409304,0.42788,-0.64597,0.23469,-0.58411,-0.09741,-1.19897,-0.36401,61.03516,-468.26172,75.43945
409344,0.49852,-0.72912,0.15604,-0.43833,0.24658,-1.21924,-0.43896,99.4873,-574.21875,61.4624
409384,0.55406,-0.78683,0.04711,-0.26137,-0.4375,-1.29395,-0.76538,111.14502,-696.28906,13.00049
409424,0.57561,-0.80665,-0.10465,-0.06054,0.28003,-1.46289,-1.12817,129.82178,-665.83252,-63.35449
409468,0.57961,-0.76964,-0.24553,0.08969,-0.43921,-1.14551,-0.54688,90.20996,-420.95947,-118.65234
409509,0.56593,-0.72622,-0.34869,0.16544,-0.16357,-1.23022,-0.60181,47.36328,-300.29297,-174.19434
409549,0.54627,-0.67288,-0.44371,0.2204,-0.23901,-1.06714,-0.57544,75.92773,-322.08252,-161.8042
409589,0.52846,-0.6119,-0.52255,0.26434,0.14355,-1.17969,-0.44971,64.20898,-203.125,-158.93555
409629,0.50992,-0.55327,-0.5827,0.3016,-0.39795,-0.98267,-0.28491,70.49561,-224.3042,-130.18799
409673,0.48742,-0.49934,-0.63449,0.3273,0.08154,-0.89722,-0.22681,15.99121,-142.27295,-117.37061
409714,0.47152,-0.46348,-0.66899,0.33457,-0.13257,-0.70874,-0.34033,11.77979,-84.83887,-99.97559
409754,0.45324,-0.44179,-0.69249,0.34129,-0.33301,-0.73267,-0.36499,-3.72314,-80.74951,-68.78662
409794,0.4369,-0.42812,-0.70739,0.34938,0.11963,-0.77271,-0.31055,12.87842,-18.43262,-24.4751
