t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
29367,0.90365,0.38759,0.17248,0.00785,-0.08057,0.78345,0.68945,-10.98633,13.3667,-14.70947
29412,0.90486,0.38421,0.17369,0.00783,-0.0708,0.77515,0.71289,-10.0708,11.16943,-13.97705
29452,0.9058,0.38139,0.17499,0.00813,-0.12915,0.77124,0.7312,-8.72803,12.3291,-9.76563
29492,0.90663,0.37834,0.17726,0.00952,-0.17725,0.74878,0.74219,-5.92041,12.69531,0.54932
29532,0.90693,0.37739,0.17736,0.01518,-0.0293,0.74365,0.71655,-3.90625,18.73779,7.01904
29572,0.90771,0.37733,0.17254,0.02332,0.427,0.8645,0.55981,-14.95361,2.56348,4.94385
29612,0.91489,0.36576,0.15691,0.03482,2.95728,2.39282,1.44043,-123.29102,19.40918,26.12305
29652,0.93663,0.32227,0.1241,-0.00946,3.60767,2.94507,0.33057,-102.11182,-151.24512,-320.67871
29692,0.93834,0.27159,0.16031,-0.12916,1.7124,0.96899,-0.18848,-187.37793,184.99756,-529.66309
29732,0.90213,0.14905,0.26173,-0.30341,0,-2.21289,-1.43579,-398.80371,-158.14209,-645.38574
29772,0.85726,0.00045,0.26414,-0.43813,-6.52905,-3.15894,3.22485,208.80127,-53.40576,-316.16211
29812,0.90686,0.02493,0.24812,-0.33474,-2.4126,-5.25195,0.7478,122.25342,41.3208,609.375
29852,0.9515,0.11168,0.20813,-0.18837,-0.52197,-2.47461,0.53955,297.36328,-98.44971,477.23389
29892,0.9619,0.21329,0.14671,-0.06598,1.82129,-0.34985,-0.38135,320.06836,-125.85449,329.04053
29932,0.92726,0.35051,0.1161,0.02178,7.93726,3.46216,-2.30542,-2.13623,280.76172,165.64941
29972,0.91004,0.34297,0.21951,0.05136,-0.4353,-0.05054,-0.0083,-16.47949,190.06348,-213.07373
30012,0.93427,0.31415,0.15255,-0.04244,0.24194,1.02124,1.56689,-158.5083,-425.41504,-110.53467
30052,0.92952,0.30569,0.19597,-0.02783,-2.26709,0.97852,0.60742,112.73193,207.4585,57.73926
30092,0.92275,0.33548,0.17992,-0.01562,0.86694,0.91333,0.29614,-3.11279,-102.05078,46.08154
30132,0.92108,0.34765,0.1654,0.004,0.6123,0.62622,0.4873,38.20801,41.80908,25.63477
30172,0.91934,0.35461,0.1602,0.00506,0.31763,0.79956,0.59619,-10.0708,-9.46045,-44.43359
30211,0.92175,0.34893,0.15882,-0.00619,-0.10205,0.82031,0.74414,-25.5127,16.35742,-43.88428
30252,0.923,0.34057,0.16914,-0.01002,-0.31958,0.83374,0.84033,-24.53613,21.24023,-13.61084
30292,0.92382,0.33723,0.17148,-0.00728,-0.05493,0.78003,0.71899,-9.0332,13.48877,-0.42725
30336,0.92325,0.33912,0.17095,-0.00323,0.0293,0.71191,0.6626,3.11279,14.89258,-6.95801
30377,0.92219,0.34243,0.17007,-0.00399,0.00708,0.76782,0.61816,-0.06104,10.19287,-19.04297
30417,0.9217,0.34335,0.17075,-0.00758,-0.01489,0.77051,0.66309,-7.32422,10.74219,-25.26855
30457,0.92177,0.34187,0.17309,-0.01132,-0.06592,0.84033,0.72485,-7.69043,11.1084,-23.86475
30501,0.92233,0.34004,0.17356,-0.01348,-0.03198,0.82666,0.74146,-11.35254,11.59668,-15.80811
30542,0.92287,0.33832,0.17408,-0.01288,-0.03125,0.8042,0.70605,-12.51221,11.77979,-12.26807
30582,0.92406,0.33623,0.17186,-0.01267,0.00342,0.78687,0.68262,-14.22119,6.16455,-12.3291
30622,0.92456,0.33482,0.17195,-0.01187,-0.04468,0.76904,0.69287,-9.39941,14.09912,-11.71875
30662,0.92493,0.3338,0.172,-0.01141,-0.05591,0.75391,0.68433,-10.98633,10.49805,-11.96289
30706,0.92517,0.33274,0.1728,-0.01048,-0.03882,0.77832,0.70068,-8.05664,16.23535,-11.16943
30747,0.92519,0.33214,0.17391,-0.00982,-0.06104,0.75684,0.68896,-8.8501,12.146,-12.81738
30787,0.92566,0.33154,0.1725,-0.01021,-0.02026,0.77368,0.69922,-8.66699,8.23975,-12.87842
30827,0.9257,0.33162,0.17209,-0.01078,-0.05078,0.7749,0.71118,-7.01904,7.69043,-13.3667
30867,0.92573,0.33194,0.17126,-0.01151,-0.03247,0.79321,0.71118,-5.24902,11.1084,-12.3291
30912,0.92518,0.33288,0.17243,-0.01114,-0.03491,0.77759,0.68335,-6.65283,11.1084,-11.84082
30952,0.92535,0.33291,0.17146,-0.01113,0.00513,0.78149,0.69019,-7.93457,9.39941,-12.75635
30992,0.92541,0.33236,0.17222,-0.01117,-0.05615,0.7937,0.70728,-9.58252,12.146,-14.34326
31032,0.92584,0.33143,0.17167,-0.01155,-0.02295,0.77588,0.71118,-8.8501,9.64355,-13.73291
31072,0.92606,0.33101,0.17131,-0.01164,-0.00928,0.79565,0.69019,-9.76563,9.94873,-13.3667
31117,0.92621,0.33043,0.17162,-0.0112,-0.03564,0.79077,0.69775,-10.19287,11.41357,-11.16943
31157,0.92637,0.32983,0.17194,-0.01039,-0.02075,0.78687,0.70044,-11.41357,13.18359,-11.53564
31197,0.92652,0.32919,0.17242,-0.0096,-0.04321,0.78589,0.71191,-7.56836,11.41357,-11.1084
31237,0.92649,0.32924,0.17253,-0.0093,-0.03735,0.78516,0.69092,-8.17871,11.41357,-11.84082
31277,0.92654,0.32909,0.17258,-0.00859,-0.03467,0.78296,0.69043,-8.8501,11.96289,-11.1084
31322,0.92675,0.32877,0.17211,-0.00766,-0.01465,0.78931,0.7002,-8.8501,10.74219,-10.86426
31362,0.92696,0.32825,0.17194,-0.00725,-0.01196,0.78467,0.7002,-7.99561,11.16943,-13.00049
31402,0.92689,0.32847,0.17194,-0.00727,-0.02612,0.79248,0.6897,-6.65283,10.0708,-12.87842
31441,0.92711,0.32783,0.17193,-0.00775,-0.03198,0.77783,0.70581,-9.82666,12.02393,-14.34326
31482,0.92721,0.3274,0.17223,-0.00788,-0.02124,0.79346,0.67285,-8.91113,9.82666,-12.39014
31522,0.92743,0.3269,0.17196,-0.00802,-0.01855,0.76831,0.71338,-8.78906,9.64355,-13.79395
31566,0.92762,0.3263,0.17206,-0.00875,-0.0354,0.7854,0.68188,-9.21631,10.80322,-15.25879
31607,0.92762,0.32591,0.17279,-0.00909,-0.05322,0.78467,0.71997,-8.42285,14.34326,-15.19775
31647,0.9278,0.32559,0.17238,-0.00976,-0.00317,0.7832,0.69751,-9.09424,9.82666,-13.79395
31687,0.92775,0.32555,0.17272,-0.00968,-0.03613,0.79468,0.69727,-9.27734,12.51221,-13.97705
31727,0.9279,0.3253,0.17237,-0.00984,-0.03345,0.79272,0.70239,-7.93457,8.8501,-12.93945
31771,0.92794,0.32518,0.17236,-0.0099,-0.03979,0.77637,0.69922,-8.97217,13.30566,-12.146
31812,0.92796,0.32517,0.17232,-0.00973,-0.04004,0.77271,0.69873,-7.93457,9.33838,-12.69531
31852,0.92788,0.32532,0.17246,-0.00953,-0.02319,0.78931,0.68799,-9.52148,12.81738,-12.75635
31892,0.92813,0.32466,0.17235,-0.00983,-0.03003,0.77197,0.69946,-9.21631,9.39941,-14.64844
31932,0.92833,0.3241,0.17226,-0.01048,-0.05029,0.7771,0.7124,-8.23975,10.0708,-14.64844
31976,0.92857,0.32366,0.17175,-0.01126,-0.04126,0.78296,0.69751,-8.23975,7.69043,-13.85498
32017,0.92891,0.32322,0.17074,-0.01152,-0.02734,0.78345,0.7019,-9.0332,10.49805,-12.57324
32057,0.92894,0.32317,0.17066,-0.01165,-0.04395,0.78613,0.70703,-7.93457,9.52148,-12.63428
32097,0.9291,0.32308,0.16996,-0.01183,-0.02368,0.78076,0.68359,-9.64355,11.53564,-13.73291
32137,0.92921,0.32289,0.16969,-0.01217,-0.05176,0.78003,0.70581,-8.36182,7.50732,-13.00049
