t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
77756,0.64568,0.32701,-0.10321,-0.67981,-0.03833,0.75952,0.73267,-8.54492,9.46045,-11.23047
77796,0.64578,0.3263,-0.10383,-0.67996,-0.02563,0.75781,0.73438,-8.91113,9.27734,-11.04736
77835,0.64592,0.32621,-0.10436,-0.67978,-0.02637,0.74487,0.72827,-8.17871,10.62012,-10.74219
77881,0.64603,0.3257,-0.10521,-0.6798,-0.01587,0.7605,0.72778,-8.17871,8.8501,-11.23047
77921,0.64587,0.32544,-0.10574,-0.67999,-0.02905,0.75366,0.72803,-8.42285,9.58252,-11.47461
77960,0.64559,0.32506,-0.10645,-0.68033,-0.0271,0.74609,0.73486,-6.95801,7.26318,-12.08496
78001,0.64531,0.32484,-0.10713,-0.68059,-0.03394,0.76221,0.73413,-7.26318,10.13184,-12.81738
78041,0.64511,0.32401,-0.10811,-0.68102,-0.00195,0.74756,0.74219,-7.93457,6.22559,-12.93945
78085,0.64425,0.3227,-0.1098,-0.68218,0.02026,0.75952,0.73291,-5.98145,6.22559,-15.56396
78126,0.64221,0.31956,-0.113,-0.68506,0.09473,0.77832,0.83154,-5.49316,-9.39941,-21.11816
78166,0.63812,0.3133,-0.11954,-0.69064,0.22388,0.83447,0.87549,0.91553,-15.07568,-31.67725
78206,0.62912,0.30365,-0.1322,-0.70082,0.69043,0.99097,0.66699,-6.53076,-42.05322,-59.87549
78246,0.60898,0.28074,-0.14641,-0.72493,0.81201,1.05151,0.74585,-38.33008,-80.26123,-109.43604
78290,0.57727,0.25865,-0.14571,-0.75846,0.90015,1.35083,0.61304,-49.43848,-16.72363,-138.79395
78331,0.5382,0.24765,-0.13083,-0.7928,0.36719,1.10278,0.65894,-91.36963,-42.78564,-206.48193
78371,0.48191,0.21554,-0.10484,-0.8408,0.40479,1.14526,0.67871,-110.04639,-64.14795,-254.57764
78411,0.39989,0.18667,-0.06957,-0.89277,-0.00293,0.24146,0.31323,-154.11377,-69.88525,-342.10205
78451,0.29601,0.14279,0.02716,-0.94227,0.10156,-1.83569,0.57666,-253.90625,60.54688,-323.7915
78495,0.21118,0.14038,0.16036,-0.95216,-2.83838,-3.11768,1.43018,-202.02637,-60.97412,-205.44434
78536,0.19221,0.08173,0.15492,-0.96385,-0.2373,-0.75122,1.5957,158.02002,-38.57422,22.46094
78576,0.24692,0.16162,0.13184,-0.94454,-2.05811,-1.40283,0.74585,53.71094,147.46094,302.6123
78616,0.34122,0.18043,0.09627,-0.91563,-0.77148,-1.55444,0.81396,136.96289,-74.15771,320.73975
78656,0.42588,0.21761,0.03415,-0.87563,-0.76001,-0.69067,0.73975,154.41895,33.63037,322.99805
78700,0.49122,0.23294,-0.05441,-0.83553,0.37695,0.66602,0.26489,230.16357,-19.16504,173.27881
78741,0.54382,0.25496,-0.12687,-0.78727,0.91846,1.1709,0.54883,87.95166,28.68652,195.61768
78781,0.5869,0.26369,-0.18144,-0.74143,3.75781,1.89819,-0.44116,59.99756,98.51074,132.14111
78821,0.60325,0.28065,-0.17664,-0.72302,1.33789,0.94629,0.65576,-42.5415,55.54199,-76.35498
78860,0.57898,0.25931,-0.16986,-0.75187,-0.09497,0.86426,0.80029,-58.53271,-66.65039,-83.31299
78906,0.57517,0.2625,-0.14531,-0.7588,-0.75513,0.70972,0.83472,5.92041,59.38721,11.96289
78946,0.58206,0.2722,-0.14651,-0.74986,0.0188,0.69263,0.65332,1.34277,9.21631,30.2124
78985,0.59342,0.27637,-0.15364,-0.7379,0.2334,0.698,0.61743,13.5498,37.29248,25.32959
79026,0.59983,0.28224,-0.15772,-0.72959,0.1687,0.71021,0.69653,0.61035,33.20313,0.24414
79066,0.60057,0.28576,-0.15744,-0.72766,0.08911,0.73999,0.73511,-7.56836,16.72363,-17.33398
79110,0.59784,0.28772,-0.15478,-0.72971,0.01587,0.75586,0.78516,-7.01904,20.87402,-18.79883
79151,0.59673,0.29072,-0.15311,-0.72978,-0.00122,0.75903,0.77808,-2.86865,12.45117,-12.08496
79191,0.59578,0.29093,-0.15639,-0.72978,0.09644,0.79517,0.71484,-0.73242,6.16455,-11.04736
79231,0.59514,0.29184,-0.15938,-0.72929,0.09839,0.77222,0.6731,-1.95313,12.93945,-12.146
79271,0.59454,0.29276,-0.16202,-0.72882,0.08667,0.77319,0.70093,-7.20215,9.39941,-11.77979
79315,0.59496,0.29265,-0.16143,-0.72866,0.05786,0.74585,0.73438,-11.35254,12.63428,-11.47461
