t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
152715,0.75219,-0.51059,-0.30811,0.27422,-0.20337,-1.27954,0.22119,92.77344,117.67578,54.74854
152756,0.77487,-0.50734,-0.24562,0.28014,-0.27563,-1.34595,0.10913,114.01367,154.90723,76.9043
152796,0.79165,-0.50414,-0.17581,0.29128,-0.39355,-1.28271,0.14087,110.71777,132.44629,104.49219
152836,0.80048,-0.49975,-0.10687,0.30771,-0.38037,-1.30688,-0.04736,113.76953,128.479,131.7749
152880,0.80249,-0.49043,-0.02866,0.33361,-0.54346,-1.16553,0.07715,109.19189,95.27588,151.00098
152920,0.79636,-0.47812,0.03287,0.36436,-0.57324,-1.26025,-0.15112,112.91504,63.35449,168.15186
152960,0.78528,-0.46207,0.09673,0.39635,-0.69385,-0.89648,0.04346,101.86768,68.54248,180.60303
153000,0.76895,-0.44438,0.15404,0.42912,-0.60498,-0.83618,-0.10742,100.28076,56.70166,174.01123
153040,0.74804,-0.42825,0.21686,0.45456,-0.71948,-0.47559,0.01221,86.05957,67.38281,159.97314
153080,0.7262,-0.41243,0.26821,0.47668,-0.79053,-0.48486,-0.12695,77.0874,39.24561,147.94922
153120,0.70274,-0.39939,0.31748,0.49242,-0.64966,-0.23877,-0.18799,66.28418,53.89404,131.04248
153160,0.68231,-0.3837,0.3551,0.5077,-0.72241,-0.15991,-0.1084,46.50879,-3.35693,104.30908
153200,0.66662,-0.36912,0.38067,0.52066,-0.64111,-0.10352,-0.05615,36.43799,0.61035,83.00781
153240,0.65838,-0.35254,0.39526,0.53164,-0.66406,-0.04956,0.15552,31.73828,-22.3999,60.85205
153280,0.64867,-0.34279,0.41136,0.53772,-0.68213,0.04443,-0.01855,13.00049,31.31104,40.95459
153320,0.6349,-0.34538,0.43053,0.53748,-0.75244,0.12891,-0.0918,6.04248,23.49854,23.49854
153360,0.62382,-0.34959,0.44124,0.53905,-0.55713,0.21167,-0.11865,-24.96338,-0.42725,-1.46484
