t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
108256,0.17157,0.13166,-0.11862,0.96736,0.31128,-0.09497,1.00781,-5.79834,9.64355,-14.28223
108296,0.17739,0.12884,-0.11812,0.96675,0.31274,-0.10645,0.99731,-7.69043,9.52148,-14.52637
108336,0.18358,0.12554,-0.11748,0.96611,0.30884,-0.09326,0.99927,-8.48389,11.47461,-15.99121
108376,0.1899,0.12243,-0.11729,0.96531,0.30737,-0.10156,0.99219,-7.44629,12.08496,-15.13672
108416,0.19608,0.11972,-0.11762,0.96437,0.31934,-0.09912,1.01099,-10.74219,8.48389,-14.77051
108456,0.20239,0.11628,-0.11801,0.96344,0.29028,-0.11353,0.99683,-10.19287,13.91602,-14.46533
108496,0.20821,0.11344,-0.11864,0.96246,0.31934,-0.10156,1.03076,-10.98633,7.26318,-14.4043
108536,0.21414,0.11021,-0.1187,0.96153,0.26514,-0.09204,1.0022,-8.97217,13.85498,-13.91602
108576,0.21878,0.10605,-0.11952,0.96085,0.1875,-0.12988,1.03076,-10.74219,-0.12207,-7.75146
108616,0.22176,0.10356,-0.12091,0.96026,0.18018,-0.10986,1.00024,-9.70459,14.22119,-6.10352
108656,0.21962,0.09258,-0.12126,0.96183,-0.24536,-0.2417,1.28564,-6.46973,5.79834,22.52197
108696,0.1968,0.08343,-0.11345,0.96854,-0.3335,-0.26685,1.28345,37.65869,-18.37158,109.43604
108736,0.15178,0.08414,-0.1014,0.97787,-0.46729,-0.3772,1.31226,65.73486,-43.15186,137.146
108776,0.09086,0.09209,-0.0844,0.98629,-0.44849,-0.46118,1.21216,82.70264,-69.21387,182.12891
108816,0.00944,0.09805,-0.06274,0.99146,-0.78394,-0.85522,1.34375,120.05615,-50.1709,247.43652
108856,-0.10085,0.10164,-0.03476,0.98738,-0.99219,-1.38989,1.3584,159.85107,-81.17676,341.61377
108896,-0.23649,0.10053,0.00788,0.96464,-0.65161,-1.38501,1.21118,222.96143,-33.75244,397.09473
108936,-0.38965,0.09046,0.05768,0.91285,-0.90479,-1.82983,1.15527,218.01758,-82.58057,467.5293
108976,-0.55181,0.09001,0.11438,0.81911,0.02539,-2.00098,1.05371,290.89355,-17.7002,536.43799
109016,-0.7079,0.06049,0.14608,0.68594,0.3623,-2.29932,0.86621,213.92822,46.56982,554.26025
109056,-0.82888,0.05164,0.15814,0.53096,1.80273,-2.85181,0.84009,177.73438,37.59766,504.45557
109096,-0.90578,0.02736,0.15758,0.38809,0.90503,-1.34766,0.83716,161.86523,82.09229,361.75537
109136,-0.93647,0.02635,0.17067,0.29972,0.93115,-1.27563,0.83545,96.98486,-64.39209,186.03516
109176,-0.95121,0.01271,0.17811,0.24485,0.72119,-0.58203,0.86841,83.80127,91.06445,105.34668
109216,-0.95993,0.00311,0.1633,0.2202,0.15747,-0.48047,0.74146,50.47607,-0.97656,25.81787
109256,-0.96113,0.00153,0.16704,0.21201,0.45996,-0.17505,0.92017,20.44678,28.32031,8.66699
109296,-0.96436,0.00016,0.14803,0.21149,-0.06006,-0.36646,1.052,32.59277,28.80859,-37.78076
109336,-0.96006,0.00641,0.15638,0.22454,0.47778,0.03442,1.03418,-25.5127,-10.74219,-30.70068
109376,-0.95905,0.01559,0.14686,0.23459,0.13257,-0.09717,1.13062,-27.89307,14.03809,-30.09033
109416,-0.95606,0.01984,0.14591,0.24678,0.65527,0.08032,1.20532,3.35693,30.51758,-20.87402
109461,-0.95742,0.01783,0.12397,0.25354,0.14404,-0.01514,1.06738,-4.88281,22.3999,-23.37646
109501,-0.95672,0.01732,0.11773,0.25912,0.28247,0.03125,1.01733,-7.69043,9.09424,-11.77979
109541,-0.9561,0.01126,0.11217,0.26417,0.18726,0.03638,1.0083,31.79932,18.24951,-25.14648
109581,-0.95347,-0.00848,0.11601,0.27202,0.27441,0.14453,1.03711,60.91309,-11.1084,-32.53174
109621,-0.95129,-0.02687,0.11867,0.27727,0.26489,0.13403,1.02832,53.77197,41.01563,-1.89209
109661,-0.95114,-0.04839,0.11553,0.27618,0.16895,0.20435,1.06982,47.42432,-6.65283,-20.44678
109701,-0.94858,-0.05931,0.11882,0.28141,0.24341,0.1875,0.79346,24.10889,21.24023,-6.40869
109741,-0.94753,-0.06548,0.11639,0.28457,0.17456,0.07397,1.12207,16.60156,-26.85547,-31.61621
109781,-0.94337,-0.06894,0.12276,0.29473,0.39722,0.2644,1.06567,8.42285,18.67676,-17.94434
109821,-0.94512,-0.07441,0.10861,0.29333,0.20654,0.27051,0.97314,-13.3667,34.42383,2.01416
