t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
73557,-0.68623,-0.15771,0.11407,-0.69845,0.15942,-0.15894,1.04688,-7.38525,12.57324,-14.46533
73597,-0.69016,-0.14962,0.11337,-0.69646,0.22119,-0.12427,1.02637,-6.83594,9.70459,-11.23047
73640,-0.69442,-0.13939,0.11113,-0.69471,0.1875,-0.14673,1.03345,-8.42285,11.47461,-13.30566
73681,-0.69864,-0.13135,0.11102,-0.69206,0.21606,-0.13696,1.00195,-10.00977,10.49805,-15.25879
73721,-0.70317,-0.12214,0.10975,-0.68936,0.18213,-0.12476,1.0271,-11.1084,12.146,-13.67188
73761,-0.7071,-0.11283,0.10926,-0.687,0.18164,-0.1543,1.02832,-10.74219,9.76563,-11.1084
73801,-0.71094,-0.10418,0.10849,-0.68452,0.18921,-0.11572,1.05493,-10.25391,12.75635,-12.26807
73845,-0.71537,-0.09508,0.10829,-0.68126,0.18237,-0.15771,1.04321,-10.43701,9.15527,-11.96289
73886,-0.71856,-0.08649,0.10725,-0.6792,0.17285,-0.1394,1.05298,-9.82666,15.01465,-9.21631
73926,-0.72156,-0.07909,0.10652,-0.67704,0.18091,-0.15625,1.06982,-10.31494,6.65283,-11.90186
73966,-0.72452,-0.07262,0.1068,-0.67455,0.19409,-0.14819,1.05127,-9.27734,11.04736,-8.8501
74006,-0.72663,-0.06658,0.10673,-0.67291,0.25146,-0.15796,1.06519,-7.08008,6.28662,-7.69043
74050,-0.72976,-0.06109,0.10708,-0.66999,0.22681,-0.1499,1.04272,-7.93457,10.43701,-12.146
74091,-0.733,-0.05597,0.10707,-0.66689,0.25317,-0.15259,1.03394,-7.8125,11.16943,-12.39014
74131,-0.73674,-0.05041,0.10606,-0.66337,0.21167,-0.1416,1.02124,-7.75146,12.93945,-15.80811
74171,-0.74082,-0.04507,0.10658,-0.6591,0.22949,-0.15479,1.06934,-10.92529,6.28662,-16.41846
74211,-0.74484,-0.03918,0.10536,-0.65514,0.1377,-0.14307,0.99829,-7.08008,16.17432,-15.07568
74255,-0.749,-0.03255,0.10411,-0.65094,0.18262,-0.16211,1.06885,-10.92529,9.0332,-14.16016
74296,-0.75233,-0.02437,0.10071,-0.64799,-0.00269,-0.18066,1.01929,-4.69971,21.42334,-7.32422
74336,-0.75285,-0.01599,0.09587,-0.64838,-0.17163,-0.198,1.09619,-5.18799,0.91553,3.84521
74376,-0.74686,-0.00716,0.08963,-0.65631,-0.59131,-0.27197,1.20435,12.45117,10.86426,47.18018
74416,-0.72406,-0.00635,0.07892,-0.68271,-0.96216,-0.51782,1.29932,57.80029,-43.5791,137.75635
74460,-0.66723,-0.02445,0.06552,-0.73929,-1.33667,-0.90503,1.20215,107.23877,-68.72559,241.88232
74501,-0.5833,-0.05881,0.05493,-0.80617,-1.15454,-1.22095,1.38745,152.771,-129.69971,333.12988
74541,-0.46612,-0.10697,0.04386,-0.87521,-1.02734,-1.86694,1.29199,214.05029,-120.42236,407.95898
74581,-0.31235,-0.15136,0.00837,-0.93599,-0.73291,-1.86255,1.34863,268.85986,-66.8335,475.83008
74620,-0.12173,-0.17739,-0.02852,-0.97444,-0.66553,-2.27856,0.81641,253.2959,-33.38623,547.79053
74666,0.1201,-0.19352,-0.06226,-0.96999,0.10059,-2.76929,0.98242,236.93848,-19.34814,583.25195
74706,0.33239,-0.19032,-0.07968,-0.91846,1.04175,-2.427,0.68848,226.80664,61.21826,571.59424
74745,0.49849,-0.17578,-0.07993,-0.84311,1.85425,-3.01416,0.95288,124.57275,33.81348,395.56885
74786,0.58684,-0.15335,-0.09288,-0.78747,1.60791,-1.36938,0.65015,175.59814,77.88086,186.58447
74826,0.61981,-0.12126,-0.11113,-0.76512,0.20728,-0.48682,0.84644,102.66113,3.54004,40.95459
74870,0.62957,-0.12626,-0.12486,-0.75415,0.47241,-0.43115,0.82446,37.78076,-9.15527,19.89746
74911,0.63775,-0.11806,-0.12141,-0.74915,0.15796,-0.06201,0.90234,8.72803,15.44189,18.06641
74951,0.64193,-0.11351,-0.11496,-0.74729,0.31689,0.14185,0.90405,-13.48877,36.31592,13.97705
74991,0.64555,-0.11193,-0.09783,-0.74686,0.25171,-0.16626,1.05396,-33.44727,23.31543,10.13184
75031,0.64483,-0.11067,-0.0895,-0.74871,0.40039,0.03882,1.11353,-10.86426,22.03369,-10.49805
75075,0.6403,-0.10329,-0.08064,-0.75463,0.2915,-0.2417,0.95776,3.11279,46.875,-20.75195
75116,0.63524,-0.09323,-0.08557,-0.75966,-0.00391,-0.00635,1.02637,-3.41797,0.24414,-32.34863
75156,0.6339,-0.0948,-0.07776,-0.76142,0.25073,-0.0415,1.03027,-28.50342,21.1792,1.09863
75196,0.63478,-0.08806,-0.07359,-0.76191,0.23511,-0.16772,1.05518,55.7251,18.24951,-3.05176
75236,0.63476,-0.06062,-0.09681,-0.76201,0.28198,0.37256,1.02319,104.98047,4.63867,-23.55957
75280,0.63064,-0.03879,-0.11264,-0.76468,0.31714,0.16772,1.07715,60.79102,32.34863,-6.5918
75321,0.63409,-0.01419,-0.1198,-0.76158,0.39844,0.39673,0.99023,47.54639,77.33154,25.39063
75361,0.63881,0.0131,-0.11274,-0.75873,-0.28369,0.0481,0.79565,24.84131,-9.33838,-45.95947
75401,0.61817,-0.00207,-0.13179,-0.77273,0.49756,0.30225,1.14307,8.17871,-68.0542,-54.07715
75441,0.60852,-0.00157,-0.13906,-0.77909,0.30322,0.26733,1.08472,14.34326,39.12354,-17.7002
75485,0.61153,0.01269,-0.13106,-0.77802,0.37598,0.3335,0.85791,-9.27734,74.46289,14.4043
