t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
142736,-0.07368,-0.43135,0.59856,-0.66848,0.35522,-0.85669,-0.24438,-8.17871,15.56396,-16.35742
142777,-0.0775,-0.42879,0.60254,-0.66612,0.37329,-0.875,-0.22314,-13.85498,16.11328,-15.50293
142817,-0.08117,-0.42527,0.60663,-0.66422,0.35815,-0.85278,-0.23755,-10.37598,15.19775,-15.07568
142857,-0.08393,-0.42239,0.61042,-0.66223,0.36597,-0.86621,-0.21924,-10.00977,11.65771,-14.16016
142897,-0.0865,-0.4198,0.61372,-0.6605,0.37769,-0.83057,-0.21582,-8.48389,12.81738,-12.45117
142941,-0.08931,-0.41641,0.61778,-0.65849,0.38721,-0.8689,-0.19531,-11.41357,11.23047,-11.71875
142982,-0.09088,-0.414,0.62072,-0.65702,0.39697,-0.86401,-0.22803,-5.37109,9.52148,-13.06152
143022,-0.09276,-0.41259,0.62386,-0.65467,0.41797,-0.88232,-0.24951,-10.25391,9.64355,-14.03809
143062,-0.09613,-0.41049,0.62647,-0.65301,0.37598,-0.83228,-0.22827,-10.0708,15.56396,-17.02881
143102,-0.1008,-0.40804,0.63037,-0.65008,0.34766,-0.88989,-0.24829,-16.96777,16.11328,-18.85986
143146,-0.10635,-0.40393,0.63402,-0.64821,0.35938,-0.8396,-0.25757,-9.0332,20.75195,-16.72363
143187,-0.11144,-0.40147,0.63853,-0.64444,0.36011,-0.88525,-0.29614,-21.91162,9.70459,-20.38574
143227,-0.11547,-0.40089,0.64298,-0.63965,0.37915,-0.81714,-0.29028,-13.97705,10.37598,-19.40918
143267,-0.12009,-0.39979,0.64784,-0.63457,0.31519,-0.88354,-0.24414,-26.7334,4.15039,-21.30127
143307,-0.12059,-0.40171,0.65273,-0.62822,0.42554,-0.85449,-0.28076,-7.93457,-6.22559,-17.51709
143351,-0.12135,-0.40197,0.65563,-0.62488,0.33887,-0.80029,-0.29028,-20.44678,1.77002,-14.64844
143392,-0.12037,-0.4029,0.66007,-0.61977,0.448,-0.81812,-0.31689,-0.24414,-1.89209,-10.49805
143432,-0.11946,-0.40178,0.66427,-0.61618,0.38892,-0.78809,-0.43896,-19.65332,11.96289,-5.18799
143472,-0.12387,-0.39466,0.67031,-0.61336,0.41187,-0.76514,-0.53198,-6.40869,36.37695,5.43213
143512,-0.12988,-0.3874,0.67748,-0.60885,0.56616,-0.81396,-0.43848,-27.771,20.81299,-9.70459
143556,-0.14999,-0.38067,0.68301,-0.60226,0.604,-0.74902,-0.48877,-62.56104,89.59961,-17.39502
143597,-0.18838,-0.36038,0.68951,-0.59652,0.76001,-0.71387,-0.62402,-61.34033,128.11279,-36.13281
143637,-0.25109,-0.32794,0.69033,-0.59117,0.76538,-0.71094,-0.67627,-97.29004,249.20654,-45.59326
143677,-0.32458,-0.28452,0.69457,-0.57263,0.38354,-1.02783,-0.70898,-133.42285,152.64893,-81.11572
143717,-0.38428,-0.2613,0.69185,-0.54957,1.0354,-0.63306,-0.40845,-102.84424,211.36475,-85.44922
143762,-0.47298,-0.21355,0.67428,-0.52216,0.8606,-0.86646,-0.38843,-118.28613,221.49658,-90.39307
143802,-0.54081,-0.1854,0.6525,-0.49399,1.01221,-0.75659,-0.48633,-100.76904,193.54248,-122.86377
143842,-0.59273,-0.16949,0.64507,-0.44773,1.04736,-0.82446,-0.26367,-112.79297,80.44434,-144.104
143882,-0.65272,-0.15712,0.61991,-0.40201,1.38403,-0.69482,-0.19409,-102.90527,258.60596,-157.2876
143922,-0.72216,-0.13269,0.57541,-0.35554,0.99097,-0.67749,-0.17603,-77.94189,144.22607,-174.92676
143966,-0.7762,-0.13329,0.5395,-0.29208,1.60571,-0.50049,-0.10693,-78.49121,213.50098,-199.40186
144007,-0.83822,-0.11975,0.47487,-0.23274,0.47534,-0.68823,0.09595,-55.60303,191.28418,-223.02246
144047,-0.87021,-0.12815,0.44185,-0.16647,1.34741,-0.22705,0.08936,-50.04883,103.88184,-227.35596
144087,-0.90899,-0.12617,0.38112,-0.09584,1.0437,-0.67065,0.4187,-53.95508,248.10791,-249.20654
144127,-0.93648,-0.13845,0.31624,-0.02122,1.07495,-0.32056,0.32349,-27.89307,102.7832,-267.51709
144171,-0.95516,-0.15247,0.23832,0.06518,-0.30078,0.03296,0.48828,12.08496,249.81689,-264.83154
144212,-0.95706,-0.17667,0.16892,0.14462,0.53711,-0.0918,0.59033,5.98145,86.85303,-227.7832
144252,-0.95251,-0.19014,0.11242,0.20138,-0.40063,0.07739,0.53174,-3.66211,85.99854,-153.62549
144292,-0.94191,-0.20361,0.07451,0.24983,-0.53369,0.42407,0.62427,-11.16943,-18.67676,-125.61035
144332,-0.93594,-0.20423,0.05789,0.27492,-0.36377,0.20044,0.87256,-1.70898,43.64014,-35.82764
144376,-0.93068,-0.2093,0.05242,0.28965,0.43555,0.64941,0.52319,0.24414,0.73242,-57.06787
144417,-0.92887,-0.20686,0.05148,0.29731,0.61621,0.50562,0.76563,-7.56836,60.18066,-47.66846
144457,-0.92262,-0.21414,0.04455,0.31234,0.15356,0.75049,0.86499,9.21631,-28.44238,-60.60791
144497,-0.91428,-0.22317,0.04793,0.32957,0.13013,0.76563,0.79883,9.52148,36.43799,-55.84717
144537,-0.90761,-0.23075,0.03669,0.34392,-0.10669,0.66968,0.75195,-4.63867,2.19727,-52.91748
144581,-0.9006,-0.23758,0.03052,0.358,-0.07251,0.69141,0.74536,-4.69971,29.41895,-40.52734
144622,-0.89614,-0.24078,0.02519,0.36735,-0.04688,0.63428,0.80957,0.24414,-8.30078,-25.14648
144662,-0.89266,-0.2508,0.02235,0.36931,0.02368,0.73804,0.5542,-5.00488,23.98682,-12.39014
144702,-0.89139,-0.25453,0.01887,0.37002,-0.03589,0.74316,0.73291,-18.49365,1.64795,-9.15527
144746,-0.89099,-0.2536,0.02379,0.37133,0.0896,0.7124,0.8335,-2.31934,7.69043,-9.21631
144786,-0.88937,-0.25637,0.02604,0.37317,0.22168,0.73779,0.84424,-2.86865,16.60156,-16.35742
144826,-0.88806,-0.26087,0.01982,0.37354,-0.00122,0.69971,0.63403,-10.37598,19.16504,-16.17432
144867,-0.88641,-0.26306,0.01764,0.37601,0.05176,0.6875,0.72021,-19.40918,24.41406,-17.08984
144907,-0.88584,-0.2666,0.01358,0.37504,-0.13306,0.66968,0.64575,-1.70898,-0.61035,-2.19727
144951,-0.88494,-0.26335,0.03497,0.37807,0.40771,0.86646,0.93848,-2.2583,-48.21777,0.24414
144992,-0.88423,-0.27086,0.02756,0.37503,-0.1875,0.90918,0.63892,5.92041,63.65967,-28.25928
145032,-0.88362,-0.27024,0.02349,0.37718,0.20923,0.67285,0.7832,-24.71924,2.74658,-13.3667
145072,-0.88221,-0.27492,0.01596,0.37748,0.19482,0.67041,0.65796,5.85938,61.34033,-24.04785
145112,-0.88076,-0.28747,0.00201,0.37183,-0.07446,0.81323,0.78979,2.62451,44.00635,2.50244
145156,-0.88153,-0.29014,-0.0054,0.36785,0.06226,0.72095,0.88403,-12.3291,42.84668,-12.63428
145197,-0.88008,-0.29693,-0.02009,0.3654,0.06006,0.76563,0.79565,-3.78418,81.54297,-30.88379
145237,-0.87702,-0.30541,-0.04043,0.36407,-0.23022,0.677,0.73462,-6.10352,45.47119,-13.48877
145277,-0.87704,-0.30667,-0.0422,0.36276,0.01807,0.76807,0.72949,-11.04736,26.67236,-7.93457
145317,-0.86892,-0.31477,-0.04703,0.3746,-0.05249,0.67993,0.78442,27.16064,13.24463,-16.41846
145361,-0.86481,-0.33311,-0.05525,0.36702,0.04053,0.72241,0.77124,29.78516,71.41113,-24.29199
145402,-0.85889,-0.35221,-0.06848,0.36082,-0.15381,0.78784,0.59424,13.67188,57.61719,-6.89697
145442,-0.85538,-0.36462,-0.07599,0.35529,0.01563,0.73633,0.72583,20.32471,45.22705,-2.74658
145482,-0.85213,-0.37485,-0.08275,0.35091,-0.18896,0.74512,0.6355,9.33838,33.26416,-31.18896
145522,-0.84878,-0.38199,-0.092,0.34903,-0.22632,0.83057,0.75464,11.96289,58.59375,-4.57764
145566,-0.84538,-0.39279,-0.1012,0.34268,-0.15405,0.87573,0.67651,10.68115,40.34424,-10.98633
145607,-0.84299,-0.40383,-0.10679,0.33394,-0.18872,0.88379,0.55542,3.2959,25.14648,-1.77002
