t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
741748,0.45757,-0.85921,0.00986,-0.22115,0.15625,-0.90283,-0.28809,-4.63867,-35.7666,-18.73779
741789,0.45899,-0.86084,0.00079,-0.21193,0.24097,-0.90161,-0.29419,-4.27246,-24.4751,-18.98193
741829,0.46122,-0.85977,-0.00299,-0.21141,0.16138,-0.90503,-0.28516,-4.45557,3.23486,-17.21191
741874,0.46309,-0.85849,-0.005,-0.21248,0.1958,-0.90186,-0.29761,-6.34766,7.50732,-15.93018
741914,0.46509,-0.85573,-0.00144,-0.21919,0.12085,-0.89136,-0.29346,-4.27246,31.12793,-7.56836
741954,0.46727,-0.85349,0.00231,-0.22325,0.15454,-0.92114,-0.28369,-5.98145,11.41357,-9.64355
741994,0.46962,-0.85104,0.00574,-0.22756,0.18042,-0.92163,-0.31152,-2.01416,23.4375,-4.57764
742034,0.47236,-0.84777,0.01128,-0.23382,0.16602,-0.9043,-0.30933,-0.85449,25.26855,-5.49316
742074,0.47399,-0.8454,0.01559,-0.23879,0.18848,-0.90234,-0.31494,-5.18799,19.28711,-8.23975
742114,0.47457,-0.84394,0.01836,-0.24256,0.1814,-0.89331,-0.31372,-9.15527,13.97705,-12.75635
742154,0.47337,-0.84348,0.01947,-0.24638,0.18701,-0.86963,-0.31055,-15.56396,15.80811,-16.78467
742194,0.47054,-0.84368,0.02083,-0.25096,0.1665,-0.88818,-0.30542,-14.52637,13.5498,-18.37158
742234,0.46777,-0.84436,0.02017,-0.2539,0.1687,-0.87939,-0.29712,-17.08984,5.18799,-23.74268
742274,0.46543,-0.84513,0.01823,-0.25579,0.17578,-0.86401,-0.31274,-13.06152,7.44629,-21.91162
742314,0.46384,-0.84549,0.01763,-0.25752,0.14624,-0.90283,-0.29175,-13.5498,5.12695,-19.53125
742354,0.46235,-0.84607,0.01706,-0.25834,0.17334,-0.91382,-0.29321,-12.26807,5.98145,-16.60156
742394,0.46181,-0.84575,0.01795,-0.26028,0.18213,-0.90674,-0.27954,-12.63428,11.53564,-13.73291
742434,0.46227,-0.84444,0.02032,-0.26352,0.17163,-0.88232,-0.26294,-8.60596,15.31982,-12.57324
742474,0.4644,-0.84275,0.0222,-0.26503,0.17285,-0.89746,-0.26904,-1.28174,6.65283,-9.70459
742514,0.46732,-0.84092,0.02361,-0.26559,0.19141,-0.89771,-0.30103,-1.28174,5.92041,-7.56836
742554,0.46954,-0.83961,0.02392,-0.2658,0.20581,-0.89502,-0.31128,-0.42725,5.06592,-13.18359
742594,0.4705,-0.83859,0.02407,-0.26727,0.16284,-0.89844,-0.30933,-6.22559,3.96729,-15.625
742634,0.4706,-0.83875,0.02211,-0.26679,0.19458,-0.86084,-0.29077,-5.61523,-0.91553,-18.24951
742674,0.46997,-0.83887,0.02191,-0.26752,0.16357,-0.90674,-0.30054,-10.31494,4.82178,-15.99121
742714,0.46972,-0.839,0.02125,-0.26762,0.20117,-0.85254,-0.32251,-4.63867,5.61523,-14.64844
742754,0.46959,-0.83846,0.02257,-0.26942,0.17334,-0.90015,-0.29956,-8.97217,9.39941,-11.53564
742794,0.46882,-0.83892,0.02174,-0.26939,0.21631,-0.86523,-0.29932,-6.22559,-1.95313,-18.9209
742834,0.46844,-0.83859,0.02157,-0.2711,0.14624,-0.89648,-0.31006,-9.46045,16.35742,-11.71875
742874,0.46936,-0.83763,0.02488,-0.27218,0.15625,-0.875,-0.31836,-2.74658,12.39014,-7.56836
742914,0.47043,-0.83677,0.02835,-0.27263,0.13965,-0.86646,-0.34326,-8.72803,7.87354,-9.33838
742959,0.46648,-0.83744,0.03227,-0.2769,0.30591,-0.84595,-0.43677,-17.15088,38.26904,-8.36182
742999,0.4599,-0.83488,0.04348,-0.2936,0.21143,-0.82349,-0.45215,-16.60156,74.646,-6.28662
743039,0.45259,-0.82932,0.05978,-0.31693,0.41455,-0.74487,-0.4978,-18.61572,120.4834,2.86865
743079,0.43943,-0.81351,0.09342,-0.36469,0.50098,-0.77344,-0.60083,-29.47998,218.32275,12.87842
743119,0.42187,-0.7867,0.1416,-0.42393,0.0127,-0.72925,-0.43848,-34.79004,204.95605,13.12256
743164,0.39474,-0.77772,0.17153,-0.45446,0.57568,-0.79736,-0.54565,-64.33105,139.16016,-6.28662
