t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
676951,-0.40608,0.35541,0.73503,-0.40637,0.15161,-0.94141,-0.28101,-7.14111,18.06641,-12.57324
676991,-0.40983,0.35802,0.73315,-0.40371,0.11694,-0.9126,-0.27417,-8.78906,15.86914,-10.31494
677030,-0.41198,0.36054,0.73252,-0.40041,0.12207,-0.95459,-0.28687,-10.68115,14.4043,-12.69531
677076,-0.41443,0.36257,0.73192,-0.39713,0.12378,-0.94189,-0.26636,-10.92529,14.77051,-12.57324
677116,-0.41689,0.36584,0.73132,-0.39263,0.1123,-0.93433,-0.28174,-15.74707,17.02881,-11.65771
677155,-0.41775,0.36778,0.73157,-0.38943,0.11548,-0.93408,-0.26514,-13.91602,3.60107,-14.70947
677196,-0.41776,0.36744,0.73285,-0.38732,0.13062,-0.87866,-0.27832,-10.0708,7.62939,-15.86914
677236,-0.41923,0.36872,0.73326,-0.38374,0.10571,-0.89355,-0.2771,-13.00049,10.25391,-14.52637
677280,-0.42115,0.36956,0.73359,-0.38017,0.13599,-0.85596,-0.28247,-8.8501,13.97705,-15.99121
677321,-0.42292,0.37043,0.7334,-0.37773,0.10571,-0.90088,-0.26636,-9.09424,5.49316,-14.16016
677361,-0.42341,0.37028,0.73372,-0.37668,0.13501,-0.90137,-0.29785,-5.49316,7.99561,-15.07568
677401,-0.42533,0.37167,0.73294,-0.37467,0.11255,-0.89233,-0.29199,-11.53564,14.83154,-13.30566
677441,-0.42794,0.37481,0.73134,-0.3717,0.125,-0.9541,-0.27417,-7.8125,20.87402,-9.70459
677485,-0.43192,0.37944,0.7284,-0.36816,0.09619,-0.91895,-0.26074,-12.26807,18.98193,-10.0708
677526,-0.43303,0.38191,0.72737,-0.36632,0.12305,-0.91089,-0.26685,-9.09424,5.85938,-11.53564
677566,-0.43255,0.38233,0.72758,-0.36604,0.14209,-0.92554,-0.30151,-5.06592,6.7749,-10.25391
677606,-0.43331,0.38363,0.72683,-0.36527,0.13159,-0.91504,-0.29175,-10.62012,3.60107,-12.26807
677646,-0.4335,0.38375,0.72756,-0.36345,0.15845,-0.86377,-0.29834,-7.99561,8.8501,-16.54053
677690,-0.43203,0.3835,0.72966,-0.36127,0.13892,-0.90039,-0.2937,-12.02393,-9.58252,-17.51709
677731,-0.43004,0.38194,0.73241,-0.35971,0.17188,-0.90698,-0.28857,-10.0708,4.88281,-14.89258
677771,-0.43069,0.38312,0.73255,-0.35739,0.09131,-0.927,-0.33862,-10.37598,8.17871,-15.19775
677811,-0.43156,0.38393,0.73256,-0.35543,0.11572,-0.82031,-0.31494,-9.39941,16.6626,-12.3291
677851,-0.43108,0.38729,0.73254,-0.3524,0.0564,-0.91406,-0.3252,-14.34326,-2.74658,-11.35254
677895,-0.42654,0.38691,0.73516,-0.3529,0.15698,-0.85962,-0.33521,-6.40869,-6.16455,-12.146
677936,-0.42367,0.38566,0.73728,-0.35329,0.14233,-0.95898,-0.23804,-1.46484,-14.89258,-18.12744
677976,-0.42439,0.38108,0.73808,-0.35572,0.2063,-0.91382,-0.24316,-1.09863,6.16455,-15.50293
678015,-0.42884,0.38266,0.73543,-0.35416,0.12598,-0.86646,-0.29321,-5.37109,23.01025,-9.64355
678056,-0.42914,0.38721,0.73386,-0.35211,0.05835,-0.88623,-0.44678,-6.22559,10.19287,-7.26318
678096,-0.42779,0.39074,0.73327,-0.35107,0.06909,-0.80713,-0.41309,-7.14111,11.96289,-5.12695
678140,-0.42569,0.39881,0.733,-0.34506,0.09204,-0.80151,-0.49609,-18.12744,22.58301,0.12207
678181,-0.42635,0.40837,0.73193,-0.33522,0.13354,-0.80273,-0.53442,-28.19824,38.45215,-3.84521
678221,-0.42757,0.42126,0.73039,-0.32075,0.10181,-0.73291,-0.60767,-37.29248,43.21289,4.08936
678261,-0.42465,0.43839,0.73059,-0.30058,0.15063,-0.79468,-0.7417,-61.34033,46.75293,6.5918
678301,-0.42331,0.45733,0.7286,-0.27825,0.13818,-0.78906,-0.65503,-61.88965,62.25586,6.34766
678345,-0.42306,0.47867,0.72506,-0.25062,0.15332,-0.83301,-0.6062,-73.54736,59.81445,1.83105
678386,-0.42348,0.49858,0.72069,-0.2221,0.18652,-0.90259,-0.57178,-85.32715,69.82422,-0.48828
678426,-0.42391,0.51697,0.71569,-0.19353,0.20508,-0.94604,-0.51807,-80.13916,60.97412,-5.12695
678466,-0.42792,0.53226,0.7088,-0.16679,0.13867,-0.95142,-0.3811,-75.56152,70.67871,-9.0332
