t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
50844,-0.5716,0.71391,-0.12876,0.37901,0.4585,-0.9082,0.05713,-8.60596,8.30078,-14.03809
50885,-0.56857,0.71332,-0.12621,0.38548,0.49585,-0.83594,0.05981,-8.05664,9.46045,-13.5498
50925,-0.56423,0.71273,-0.12501,0.39326,0.48877,-0.86328,0.06299,-9.46045,14.4043,-14.16016
50965,-0.5603,0.71231,-0.12302,0.4002,0.479,-0.84082,0.08252,-10.49805,3.60107,-18.00537
51005,-0.55557,0.71382,-0.11865,0.4054,0.51465,-0.90405,0.07104,-12.146,-0.42725,-19.89746
51045,-0.55176,0.71349,-0.11583,0.41196,0.48486,-0.79834,0.08838,-7.93457,9.39941,-17.15088
51085,-0.54782,0.71382,-0.11241,0.41755,0.52759,-0.87256,0.04688,-8.05664,3.84521,-18.00537
51125,-0.54487,0.71249,-0.11112,0.42397,0.51563,-0.86572,0.06689,-5.67627,13.91602,-12.39014
51165,-0.54209,0.71131,-0.10935,0.42994,0.53394,-0.854,0.03003,-5.06592,6.71387,-16.6626
51205,-0.53799,0.71019,-0.1088,0.43702,0.47583,-0.87891,0.06152,-8.30078,13.91602,-17.02881
51245,-0.53461,0.70905,-0.10636,0.44357,0.51025,-0.83325,0.04736,-2.80762,10.00977,-22.27783
51285,-0.53017,0.70633,-0.10687,0.45301,0.48657,-0.8374,0.05151,-6.28662,31.43311,-15.07568
51325,-0.52747,0.70317,-0.10924,0.46046,0.43945,-0.86377,0.04492,-6.04248,4.63867,-15.19775
51365,-0.52503,0.70401,-0.10605,0.46271,0.56689,-0.84058,0.02075,-2.92969,-0.36621,-16.17432
51405,-0.52024,0.7028,-0.10661,0.46976,0.4668,-0.84302,0.05786,-12.02393,20.56885,-17.76123
51445,-0.51592,0.70303,-0.1059,0.47433,0.49707,-0.8584,0.07031,-7.38525,-2.68555,-19.104
51485,-0.51314,0.70254,-0.10399,0.47847,0.50977,-0.80396,0.10498,-7.93457,9.21631,-13.48877
51525,-0.51009,0.70079,-0.10415,0.48423,0.51611,-0.84229,0.10205,-6.65283,11.35254,-14.34326
51565,-0.50758,0.69949,-0.10387,0.48879,0.5188,-0.8186,0.07837,-6.7749,1.2207,-13.48877
51605,-0.50522,0.6998,-0.10131,0.49132,0.58008,-0.8208,0.06592,-3.90625,2.74658,-13.73291
51645,-0.5023,0.69766,-0.10312,0.49696,0.55151,-0.84351,0.03198,-6.71387,22.88818,-7.08008
51685,-0.49836,0.6954,-0.10677,0.50327,0.57568,-0.84985,0.00562,-11.16943,18.31055,-12.3291
51725,-0.49334,0.69544,-0.10731,0.50803,0.57764,-0.79858,0.03882,-13.48877,8.72803,-20.08057
51765,-0.48536,0.6959,-0.10822,0.51484,0.5332,-0.8606,0.04517,-15.50293,21.1792,-20.38574
51805,-0.47977,0.69457,-0.1112,0.5212,0.48242,-0.83765,0.08154,-15.25879,12.39014,-14.64844
51845,-0.47629,0.69592,-0.11004,0.52284,0.53198,-0.90234,0.15381,-5.49316,-9.58252,-19.34814
51885,-0.47603,0.69146,-0.11063,0.52884,0.50732,-0.83691,0.1521,-15.80811,23.01025,-15.68604
51925,-0.47314,0.68947,-0.11246,0.53363,0.56299,-0.84131,0.04932,1.2207,11.04736,-12.08496
51965,-0.46758,0.68758,-0.11518,0.54034,0.58643,-0.80566,-0.02344,-17.45605,27.46582,-14.09912
52005,-0.46155,0.68847,-0.11692,0.544,0.62207,-0.79517,-0.03857,-5.06592,-4.3335,-24.29199
52050,-0.4554,0.68892,-0.11534,0.54893,0.5415,-0.7583,0.12744,-10.13184,22.27783,-16.23535
52090,-0.44921,0.6883,-0.11551,0.55475,0.65942,-0.8335,0.01831,-10.80322,5.24902,-27.52686
52130,-0.4388,0.68829,-0.11381,0.56337,0.84399,-0.7146,-0.07813,-16.47949,36.62109,-24.78027
52170,-0.42438,0.68184,-0.12115,0.58047,0.62671,-0.81567,-0.06274,-26.12305,74.52393,-31.67725
52210,-0.4093,0.67251,-0.13038,0.59986,0.76489,-0.72607,0.00708,-24.90234,63.47656,-33.81348
52255,-0.38623,0.66553,-0.13561,0.6214,0.84595,-0.80054,-0.06982,-32.59277,74.70703,-51.3916
52295,-0.35685,0.65271,-0.14344,0.65014,0.9751,-0.73633,-0.02295,-47.66846,124.32861,-64.33105
52335,-0.32399,0.64046,-0.14995,0.67748,0.9563,-0.86499,-0.02271,-36.9873,65.61279,-82.88574
52375,-0.29001,0.62992,-0.15003,0.70229,0.97632,-0.66943,0.05713,-45.16602,117.43164,-78.67432
52415,-0.25418,0.60738,-0.1571,0.73378,0.70483,-0.77026,0.13721,-38.81836,82.15332,-100.64697
52460,-0.21205,0.59401,-0.15596,0.75795,0.98218,-0.62891,0.02466,-39.85596,126.95313,-86.73096
52500,-0.16956,0.563,-0.16155,0.79045,0.70752,-0.70728,0.0813,-48.58398,124.81689,-111.6333
52540,-0.13109,0.55343,-0.15807,0.80509,0.9314,-0.52979,0.18359,-22.52197,72.81494,-104.24805
52580,-0.08946,0.53193,-0.15493,0.82563,0.92358,-0.61523,0.31812,-44.55566,122.7417,-106.20117
52620,-0.04842,0.51049,-0.15373,0.84264,0.90283,-0.67822,0.29175,-29.1748,91.30859,-106.93359
52665,-0.0036,0.48454,-0.1493,0.85997,0.87012,-0.54883,0.4043,-37.29248,94.72656,-105.896
52705,0.03523,0.46545,-0.14475,0.87051,0.89941,-0.51709,0.41602,-19.22607,93.38379,-108.52051
52745,0.07543,0.43665,-0.13658,0.88409,0.82568,-0.44653,0.47998,-28.07617,130.43213,-107.17773
52785,0.11498,0.40528,-0.13029,0.89565,0.76904,-0.48364,0.60693,-15.07568,97.53418,-109.25293
52825,0.15368,0.37766,-0.11596,0.90384,0.94556,-0.3186,0.58862,-6.28662,127.62451,-111.51123
