t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
123931,-0.38729,0.57563,-0.17862,0.69526,0.58203,-0.82593,0.25415,-9.09424,7.20215,-13.79395
123971,-0.38308,0.57517,-0.18114,0.69732,0.59839,-0.79297,0.26172,-8.36182,9.64355,-13.61084
124015,-0.37757,0.57451,-0.18428,0.70003,0.56079,-0.83496,0.27832,-6.83594,7.87354,-16.11328
124055,-0.37314,0.57293,-0.18626,0.70317,0.53857,-0.77368,0.26709,-7.93457,12.87842,-16.05225
124096,-0.369,0.57051,-0.19003,0.70631,0.52881,-0.80811,0.25684,-8.97217,15.86914,-10.49805
124136,-0.36557,0.56883,-0.19457,0.70821,0.5708,-0.81079,0.24585,-10.92529,9.94873,-9.27734
124175,-0.3615,0.56695,-0.19911,0.71054,0.58789,-0.75464,0.25757,-10.37598,18.06641,-8.8501
124221,-0.35561,0.5642,-0.20492,0.71404,0.56836,-0.86011,0.25439,-9.94873,14.03809,-13.61084
124261,-0.35146,0.56282,-0.2082,0.71623,0.58594,-0.823,0.24634,-7.93457,13.3667,-13.18359
124301,-0.34668,0.56078,-0.2112,0.71928,0.53809,-0.83984,0.25122,-6.46973,12.26807,-18.61572
124341,-0.3427,0.55996,-0.21209,0.72156,0.59009,-0.76294,0.229,-3.2959,12.08496,-13.79395
124381,-0.33809,0.55687,-0.21625,0.72488,0.52197,-0.87012,0.22534,-7.93457,17.15088,-12.87842
124421,-0.33563,0.55774,-0.21615,0.72538,0.6145,-0.76538,0.22583,3.60107,-3.66211,-16.8457
124461,-0.33015,0.55793,-0.21569,0.72789,0.55029,-0.80713,0.26074,-6.5918,12.146,-23.19336
124501,-0.32494,0.55919,-0.21465,0.72957,0.56396,-0.79761,0.25,-0.12207,-6.16455,-24.6582
124541,-0.32121,0.56109,-0.21288,0.73028,0.62964,-0.71729,0.27979,-1.70898,6.65283,-12.93945
124581,-0.31631,0.56146,-0.21221,0.73233,0.57422,-0.7439,0.29248,-5.67627,-11.35254,-26.00098
124621,-0.31172,0.56588,-0.20833,0.73201,0.62622,-0.70117,0.27612,-1.83105,-6.83594,-20.75195
124661,-0.30673,0.56693,-0.20712,0.73365,0.55396,-0.76343,0.27222,-5.18799,-0.12207,-22.70508
124701,-0.30375,0.56847,-0.20574,0.73409,0.62964,-0.72168,0.22266,-2.74658,1.52588,-12.57324
124741,-0.30044,0.56814,-0.20788,0.73509,0.59009,-0.75952,0.21289,-6.71387,6.5918,-12.81738
124781,-0.29686,0.57026,-0.20907,0.73457,0.62646,-0.74658,0.23975,-4.15039,-7.08008,-15.01465
124821,-0.29184,0.57329,-0.20804,0.73452,0.61084,-0.75317,0.23535,-11.2915,3.72314,-22.76611
124861,-0.28721,0.57937,-0.20523,0.73236,0.71118,-0.76245,0.2146,1.64795,-47.05811,-31.12793
124901,-0.28039,0.59245,-0.19911,0.7262,0.8147,-0.70044,0.14624,-15.80811,-2.80762,-26.97754
124941,-0.27226,0.59033,-0.20528,0.7293,0.62183,-0.73779,0.06763,-16.23535,19.47021,-2.01416
124980,-0.26875,0.59631,-0.20791,0.72497,0.7644,-0.67383,0.17798,-19.9585,-47.48535,-23.98682
125020,-0.25672,0.60273,-0.20697,0.72429,0.90698,-0.69678,0.2085,-27.9541,56.09131,-27.40479
125066,-0.22896,0.58616,-0.21711,0.74397,0.94727,-0.6897,0.11279,-38.14697,95.33691,-42.11426
125106,-0.19989,0.55995,-0.22757,0.76899,0.83545,-0.66064,0.11938,-39.79492,174.31641,-41.19873
125146,-0.16773,0.52929,-0.2406,0.79402,0.73462,-0.62817,0.11377,-32.4707,52.06299,-63.7207
125186,-0.13521,0.52903,-0.24078,0.80031,1.22021,-0.60083,-0.04224,-44.92188,90.39307,-71.89941
125226,-0.09083,0.49433,-0.25141,0.82511,0.88403,-0.68994,0.19189,-56.15234,183.83789,-75.31738
125266,-0.04634,0.46837,-0.25714,0.84201,1.13892,-0.68384,0.10498,-44.49463,120.91064,-91.36963
125306,0.00397,0.42652,-0.26226,0.86366,0.83838,-0.72583,0.42065,-52.97852,202.14844,-92.04102
125346,0.05198,0.39975,-0.26079,0.87528,1.08301,-0.66797,0.43091,-25.63477,88.07373,-116.1499
125386,0.10581,0.36288,-0.25391,0.88842,0.92432,-0.76001,0.42798,-38.20801,216.85791,-116.82129
125426,0.16155,0.31379,-0.2446,0.90124,0.68872,-0.68286,0.55981,-15.93018,135.80322,-127.50244
125466,0.21095,0.29105,-0.23196,0.902,0.96094,-0.69775,0.59033,-13.18359,135.43701,-132.93457
125506,0.2646,0.25422,-0.21292,0.90369,0.78711,-0.63623,0.81323,7.69043,162.35352,-140.31982
125546,0.31687,0.21472,-0.18675,0.90291,0.67578,-0.61011,0.84131,18.43262,150.26855,-138.06152
125586,0.36403,0.19053,-0.16133,0.89542,0.44873,-0.48975,0.86011,36.9873,66.22314,-139.83154
125626,0.40561,0.17654,-0.13624,0.88452,0.69531,-0.42944,0.94189,30.09033,120.30029,-125.54932
125666,0.44766,0.14838,-0.10659,0.87341,0.33325,-0.39063,0.8689,36.68213,92.34619,-131.7749
125706,0.48529,0.12974,-0.07819,0.85917,0.37817,-0.32007,0.76611,38.75732,115.66162,-118.28613
125746,0.51817,0.11249,-0.05231,0.84424,0.10815,-0.19629,0.82007,42.96875,39.73389,-107.97119
125786,0.54845,0.10241,-0.02786,0.82738,0.50854,-0.15601,0.82104,42.66357,122.7417,-111.51123
125826,0.57917,0.07459,0.01197,0.80962,0.0498,-0.0293,0.94067,56.33545,48.82813,-106.38428
125866,0.60753,0.07821,0.03253,0.78763,0.54321,0.05444,1.0166,47.9126,45.8374,-106.50635
125906,0.63505,0.06758,0.06415,0.76463,-0.12549,0.22192,0.87183,46.56982,54.01611,-104.61426
125946,0.65533,0.06111,0.0868,0.74559,-0.33936,0.15332,0.69482,21.05713,31.92139,-65.12451
125985,0.67064,0.05589,0.10094,0.73045,-0.09106,0.2229,0.72241,8.48389,36.86523,-62.80518
126026,0.68242,0.05344,0.10895,0.71847,-0.30176,0.24487,0.67847,-3.84521,-18.00537,-33.5083
126066,0.68953,0.05704,0.10236,0.71235,-0.04126,0.14575,0.66016,-7.32422,8.97217,-23.92578
126110,0.69443,0.04674,0.1076,0.70755,-0.01221,0.25269,0.75562,-20.62988,-2.31934,-4.88281
126151,0.69428,0.03888,0.10603,0.70841,0.01392,0.31787,0.84082,-20.38574,3.66211,-2.44141
126191,0.69365,0.03767,0.09929,0.71007,0.24194,0.25562,0.99951,-16.96777,6.65283,2.0752
126231,0.69251,0.03334,0.09619,0.71183,0.06934,0.42139,1.21436,-21.05713,19.83643,0.30518
126271,0.69108,0.03193,0.09136,0.71391,0.39819,0.28003,1.31201,-8.66699,10.31494,-2.68555
126315,0.69763,0.02493,0.10309,0.70618,-0.03076,0.57349,1.04321,16.35742,70.19043,-49.74365
126356,0.69649,0.00499,0.12337,0.70447,-0.25073,0.30225,1.09912,-15.68604,32.77588,-3.90625
126396,0.70073,0.02209,0.10771,0.7025,-0.11523,0.44312,0.67651,10.62012,-31.00586,-28.44238
126436,0.6999,0.02165,0.11502,0.70219,0.08252,0.26855,0.89111,-19.104,67.32178,18.24951
126476,0.69829,0.01138,0.11497,0.70403,0.09473,0.104,0.90649,-16.17432,61.52344,-16.11328
126520,0.69499,-0.0123,0.1346,0.70381,-0.72021,0.45142,1.12158,-22.70508,11.1084,26.48926
126561,0.68798,0.01115,0.111,0.71474,0.89551,0.34302,0.88062,3.05176,-37.29248,24.6582
126601,0.6812,0.00702,0.11691,0.72033,0.12793,0.35742,0.896,-23.19336,38.39111,22.76611
126641,0.67409,0.00969,0.10706,0.72848,0.43506,0.21826,1.01929,-18.73779,-22.03369,15.56396
126681,0.67932,0.03222,0.08673,0.72567,0.39014,0.34668,0.97998,-10.19287,-12.20703,-20.08057
126725,0.67436,0.01723,0.08871,0.73055,-0.16138,0.11377,1.28125,-18.43262,-28.50342,28.93066
126766,0.67859,0.01455,0.07078,0.72865,0.06787,-0.18286,0.91089,-141.35742,93.07861,-14.22119
