t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
224395,0.23994,-0.6067,0.36993,-0.65887,0.5083,-0.85303,-0.02319,-12.69531,11.16943,-11.90186
224435,0.23517,-0.60571,0.37252,-0.66005,0.51343,-0.87573,-0.0188,-6.53076,10.00977,-13.73291
224475,0.23144,-0.6056,0.37317,-0.6611,0.51538,-0.8479,-0.01172,-10.80322,6.10352,-13.48877
224515,0.22706,-0.6057,0.37476,-0.66163,0.50415,-0.86597,-0.01294,-5.43213,4.57764,-16.29639
224555,0.22276,-0.60553,0.37461,-0.66333,0.47046,-0.78857,-0.01514,-8.48389,10.55908,-16.29639
224595,0.21871,-0.60682,0.37735,-0.66194,0.42749,-0.87134,-0.05127,-11.23047,-6.5918,-15.25879
224635,0.21729,-0.61015,0.37867,-0.65859,0.49023,-0.82202,-0.05664,-16.41846,-5.5542,-9.15527
224675,0.21473,-0.6133,0.38287,-0.65407,0.49854,-0.8916,-0.11035,-13.06152,-10.37598,-10.37598
224715,0.21239,-0.61595,0.38383,-0.65177,0.59619,-0.87207,-0.09937,-9.21631,10.92529,-10.92529
224755,0.20658,-0.61381,0.38743,-0.65352,0.46948,-0.8894,-0.09155,-11.04736,12.20703,-17.15088
224795,0.20333,-0.62073,0.38486,-0.64951,0.5332,-0.84204,-0.12842,-9.64355,-24.4751,-30.27344
224835,0.19744,-0.62638,0.3823,-0.64741,0.51538,-0.91455,-0.03076,-13.48877,2.74658,-29.96826
224875,0.19121,-0.6287,0.38027,-0.64822,0.4646,-0.83301,-0.05347,-8.17871,-0.36621,-30.63965
224915,0.18818,-0.63173,0.37753,-0.64777,0.4646,-0.8186,-0.06738,-2.0752,-5.06592,-23.62061
224955,0.18845,-0.6341,0.37655,-0.64595,0.45532,-0.81543,-0.11938,-0.97656,-13.18359,-10.68115
224995,0.19145,-0.63798,0.3754,-0.6419,0.66553,-0.76123,-0.13306,0.54932,-14.77051,-10.31494
225035,0.18673,-0.63724,0.37844,-0.64224,0.43018,-0.87598,-0.10571,-13.85498,21.24023,-5.18799
225075,0.19037,-0.63086,0.37796,-0.64772,0.46484,-0.74805,0.01709,14.03809,3.90625,-16.05225
225115,0.19004,-0.63304,0.37648,-0.64656,0.55664,-0.83032,-0.12183,-15.13672,-12.93945,-17.8833
225155,0.18544,-0.63656,0.37456,-0.64555,0.66821,-0.69604,-0.21045,4.5166,0.30518,-22.70508
225195,0.17457,-0.64022,0.37385,-0.64538,0.64136,-0.82666,-0.23438,-30.51758,16.35742,-33.56934
225235,0.15966,-0.64243,0.37336,-0.64732,0.68115,-0.68701,-0.27148,-10.13184,29.90723,-33.56934
225275,0.14155,-0.63613,0.37739,-0.65537,0.57178,-0.85278,-0.26489,-34.60693,66.77246,-28.68652
225315,0.12205,-0.62873,0.37936,-0.66522,0.77783,-0.70215,-0.15845,-18.9209,53.89404,-42.05322
225355,0.09646,-0.62141,0.38218,-0.67462,0.78662,-0.78906,-0.19824,-49.1333,76.0498,-37.59766
225395,0.0686,-0.60772,0.38682,-0.68773,0.78613,-0.6709,-0.1958,-27.52686,86.30371,-44.49463
225435,0.03387,-0.59621,0.39057,-0.69819,0.84863,-0.7854,-0.28955,-60.91309,92.59033,-59.32617
225475,-0.00381,-0.58441,0.39239,-0.70789,0.90796,-0.71484,-0.29077,-39.79492,92.22412,-73.85254
225515,-0.04791,-0.57187,0.39022,-0.71766,0.85376,-0.71191,-0.24609,-64.63623,116.94336,-87.52441
225560,-0.10526,-0.54645,0.38777,-0.73252,0.9209,-0.67822,-0.17505,-53.6499,152.83203,-93.07861
225600,-0.15899,-0.51819,0.383,-0.74575,0.78931,-0.70728,-0.1665,-63.7207,125.42725,-101.07422
225640,-0.20937,-0.49818,0.37481,-0.75108,1.14673,-0.60327,0.00391,-45.71533,154.47998,-111.6333
225680,-0.26371,-0.47083,0.36321,-0.75729,0.75928,-0.66626,0.05908,-63.41553,99.4873,-119.81201
225720,-0.31159,-0.46052,0.354,-0.74976,1.22998,-0.58228,0.16724,-46.99707,109.13086,-129.02832
225765,-0.37885,-0.42954,0.33008,-0.7481,1.03174,-0.66235,0.19946,-52.85645,159.91211,-154.72412
225805,-0.43836,-0.40771,0.3038,-0.73888,1.10889,-0.50513,0.25244,-25.08545,134.27734,-174.86572
225845,-0.49929,-0.38213,0.26431,-0.729,0.87305,-0.41455,0.51807,-15.625,146.97266,-188.23242
225885,-0.55701,-0.36195,0.22678,-0.70988,1.15552,-0.32275,0.50073,-15.68604,132.01904,-190.979
225925,-0.61315,-0.33421,0.1817,-0.6899,0.83179,-0.15674,0.55737,-20.26367,153.74756,-187.86621
225970,-0.67078,-0.30448,0.13452,-0.66021,0.802,-0.10547,0.5918,-6.34766,145.50781,-189.14795
226010,-0.71639,-0.27605,0.08721,-0.63215,0.60474,-0.01587,0.63013,-0.30518,154.35791,-179.44336
226050,-0.7555,-0.25405,0.04395,-0.59948,0.52319,0.07935,0.65576,11.41357,111.02295,-176.94092
226090,-0.78993,-0.2366,0.00476,-0.5627,0.56201,0.06274,0.74731,9.8877,113.52539,-173.58398
226130,-0.81951,-0.22183,-0.04047,-0.52363,0.2644,0.31104,0.69214,22.70508,85.14404,-169.31152
226175,-0.8476,-0.20864,-0.07749,-0.47819,0.2793,0.26123,0.83008,15.25879,107.23877,-154.11377
226215,-0.86497,-0.19173,-0.12918,-0.44161,-0.19873,0.60889,0.67017,19.22607,104.12598,-138.91602
