t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
261735,0.05264,0.45698,-0.57302,0.67578,0.47998,-0.86865,-0.10522,-7.75146,14.52637,-11.90186
261775,0.05621,0.45361,-0.57506,0.67603,0.48486,-0.85547,-0.10449,-8.91113,15.74707,-13.42773
261815,0.06039,0.44978,-0.57651,0.67698,0.47729,-0.8396,-0.10205,-7.32422,19.22607,-13.18359
261860,0.06357,0.44633,-0.57886,0.67698,0.46167,-0.83838,-0.11597,-7.44629,7.20215,-12.75635
261900,0.06566,0.44519,-0.58045,0.67617,0.44873,-0.81689,-0.09497,-7.32422,7.44629,-15.07568
261940,0.06908,0.4439,-0.58282,0.67463,0.45972,-0.81543,-0.11328,-13.61084,9.21631,-13.61084
261980,0.07107,0.4423,-0.58634,0.67243,0.45435,-0.85059,-0.13721,-7.26318,0.85449,-12.69531
262020,0.07034,0.44243,-0.5885,0.67053,0.47534,-0.83545,-0.13867,-7.08008,0.79346,-9.33838
262060,0.07203,0.43986,-0.5914,0.66948,0.47729,-0.87256,-0.15015,-8.36182,15.31982,-8.30078
262100,0.07464,0.43652,-0.59379,0.66928,0.45605,-0.87402,-0.15186,-8.48389,12.93945,-11.35254
262140,0.07838,0.43266,-0.59626,0.66915,0.47241,-0.8894,-0.12939,-10.68115,18.37158,-11.71875
262180,0.08171,0.42998,-0.59892,0.66811,0.43506,-0.91479,-0.15991,-9.39941,4.45557,-17.82227
262220,0.08291,0.43247,-0.5989,0.66637,0.50757,-0.82178,-0.15552,1.46484,3.60107,-21.30127
262260,0.08952,0.43067,-0.59934,0.66628,0.44116,-0.84424,-0.13647,-19.47021,19.59229,-22.3999
262300,0.09473,0.43007,-0.60088,0.66455,0.45166,-0.82495,-0.14014,-5.37109,2.86865,-23.74268
262340,0.09796,0.43241,-0.60225,0.66132,0.46484,-0.85669,-0.11816,-15.56396,0.42725,-22.76611
262380,0.1032,0.43115,-0.60338,0.66032,0.51343,-0.81128,-0.13501,-7.50732,21.30127,-17.02881
262420,0.10741,0.42893,-0.60577,0.6589,0.47949,-0.84595,-0.16504,-12.63428,0.18311,-17.27295
262460,0.11075,0.42943,-0.6068,0.65707,0.49097,-0.81689,-0.15845,-7.56836,12.26807,-18.06641
262500,0.11522,0.42659,-0.60887,0.65624,0.48926,-0.84473,-0.15747,-9.64355,16.78467,-13.85498
262540,0.11825,0.42364,-0.60991,0.65665,0.47388,-0.84326,-0.12646,-5.67627,5.43213,-17.76123
