t,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
88306,0.59559,-0.47229,-0.16243,-0.62646,0.59546,-0.78198,0.08398,-9.09424,7.38525,-12.3291
88350,0.59264,-0.48013,-0.15409,-0.62541,0.59375,-0.80347,0.08765,-7.20215,14.28223,-11.41357
88390,0.59048,-0.48604,-0.14617,-0.62478,0.59888,-0.77881,0.08813,-6.7749,11.1084,-12.63428
88430,0.58788,-0.49177,-0.13807,-0.6246,0.58594,-0.80444,0.12427,-8.17871,15.38086,-11.35254
88471,0.58522,-0.49711,-0.13128,-0.62433,0.60596,-0.73999,0.0957,-5.37109,11.35254,-14.77051
88511,0.58247,-0.50231,-0.12355,-0.62432,0.54883,-0.78564,0.06982,-7.50732,14.46533,-10.31494
88555,0.57978,-0.50912,-0.11549,-0.62286,0.60474,-0.77222,0.0708,-8.8501,11.41357,-10.13184
88596,0.57684,-0.51484,-0.10761,-0.62229,0.58667,-0.75879,0.08276,-9.21631,14.22119,-8.05664
88636,0.57361,-0.52053,-0.09958,-0.62188,0.62183,-0.80103,0.08057,-10.31494,12.20703,-9.21631
88676,0.57048,-0.52575,-0.09069,-0.62173,0.59082,-0.84204,0.09131,-13.91602,15.68604,-10.0708
88716,0.56625,-0.53112,-0.08377,-0.622,0.7063,-0.79053,0.04102,-11.23047,20.69092,-14.64844
88760,0.56184,-0.53198,-0.0691,-0.62704,0.54541,-0.8457,0.10767,-16.05225,37.59766,-8.42285
88801,0.55742,-0.53605,-0.0616,-0.6283,0.62402,-0.83667,0.0979,-5.61523,8.91113,-16.6626
88841,0.55228,-0.53804,-0.05447,-0.63179,0.61426,-0.8186,0.10913,-12.02393,33.5083,-17.76123
88881,0.54745,-0.53844,-0.04421,-0.63644,0.52197,-0.83252,0.10376,-8.05664,21.30127,-20.44678
88921,0.54177,-0.54207,-0.04077,-0.63845,0.6272,-0.79736,0.0957,-6.95801,13.5498,-24.41406
88965,0.53582,-0.54303,-0.03319,-0.64307,0.56177,-0.78809,0.08618,-7.08008,23.13232,-17.21191
89006,0.53112,-0.54621,-0.02884,-0.64449,0.66992,-0.75391,0.06372,-4.76074,10.49805,-17.94434
89046,0.52484,-0.54935,-0.0249,-0.64712,0.69043,-0.75586,0.11084,-11.84082,16.41846,-23.86475
89086,0.51553,-0.5528,-0.02115,-0.65179,0.69653,-0.73071,0.08545,-16.17432,15.44189,-29.35791
89126,0.50502,-0.55776,-0.01761,-0.65588,0.63794,-0.76172,0.12817,-14.83154,6.71387,-32.71484
89170,0.49459,-0.56436,-0.01747,-0.65817,0.64551,-0.7356,0.15747,-10.37598,-0.91553,-31.43311
89211,0.48964,-0.56811,-0.01249,-0.65876,0.4812,-0.77856,0.1604,-4.02832,-7.8125,-17.94434
89251,0.48553,-0.57053,-0.01172,-0.65973,0.61401,-0.74243,0.1687,-7.14111,14.95361,-17.27295
89291,0.48023,-0.57387,-0.01049,-0.66074,0.74536,-0.63916,0.08569,-5.37109,10.55908,-17.82227
89331,0.4708,-0.57985,-0.00682,-0.66235,0.66675,-0.72827,-0.04761,-15.99121,-5.79834,-30.2124
89376,0.45903,-0.58784,-0.00306,-0.66359,0.64917,-0.76172,0.04565,-22.58301,10.0708,-24.96338
89416,0.44922,-0.59292,0.00191,-0.66579,0.64453,-0.73022,0.09961,-21.91162,14.4043,-24.59717
89456,0.44174,-0.59272,0.01135,-0.67086,0.78003,-0.67505,0.06934,-22.64404,33.26416,-11.96289
89496,0.43301,-0.58875,0.023,-0.67968,0.71924,-0.70532,0.10376,-25.5127,52.73438,-15.38086
89536,0.42228,-0.58667,0.03377,-0.68775,0.99438,-0.63916,-0.10107,-27.40479,62.01172,-17.94434
89580,0.40032,-0.57114,0.05325,-0.71228,0.76587,-0.65674,0.09302,-43.396,111.99951,-39.61182
89621,0.37845,-0.56474,0.0642,-0.72825,1.11157,-0.62427,-0.01245,-35.94971,69.64111,-48.15674
89661,0.35043,-0.55032,0.07828,-0.75156,0.89282,-0.67969,0.14966,-45.04395,114.37988,-66.04004
89701,0.31872,-0.53963,0.08756,-0.77213,1.18066,-0.61621,0.00073,-44.18945,100.70801,-78.97949
89741,0.27943,-0.51106,0.1042,-0.80406,0.92822,-0.68872,0.17529,-61.15723,197.75391,-85.9375
89785,0.2361,-0.48389,0.11827,-0.83231,1.05786,-0.59839,0.12451,-36.07178,101.5625,-92.95654
89826,0.19395,-0.44897,0.1312,-0.86036,0.83423,-0.67651,0.42065,-52.6123,190.61279,-93.01758
89866,0.15359,-0.43344,0.13396,-0.87591,1.06616,-0.56006,0.26343,-19.59229,39.61182,-115.17334
89906,0.10819,-0.4139,0.13492,-0.89186,0.91431,-0.62524,0.38916,-34.05762,136.59668,-113.34229
89946,0.06286,-0.39286,0.13346,-0.90583,1.11108,-0.55249,0.36963,-20.20264,93.81104,-123.9624
89990,0.00744,-0.35591,0.13083,-0.92346,0.72681,-0.54321,0.64697,-21.78955,114.25781,-128.41797
90031,-0.03632,-0.33989,0.12372,-0.92977,0.90552,-0.40234,0.53613,-12.3291,81.66504,-121.33789
90071,-0.08288,-0.30958,0.11595,-0.93834,1.02124,-0.39966,0.64233,-12.39014,143.9209,-127.19727
90111,-0.13246,-0.27221,0.10345,-0.94567,0.64795,-0.34155,0.6687,-0.61035,133.30078,-133.91113
90151,-0.17729,-0.23975,0.09147,-0.94834,0.54175,-0.34644,0.78735,-1.28174,86.18164,-122.7417
90195,-0.22471,-0.21494,0.07527,-0.94566,0.67676,-0.20825,0.78662,1.83105,138.85498,-123.16895
90236,-0.26857,-0.17793,0.05757,-0.94315,0.63892,-0.12524,0.85889,10.68115,110.04639,-130.67627
90276,-0.31144,-0.16163,0.03934,-0.93379,0.77856,-0.09741,0.81152,24.35303,67.26074,-135.86426
90316,-0.35814,-0.14384,0.01754,-0.92053,0.34253,0.02563,0.91138,26.85547,72.20459,-151.42822
90360,-0.40623,-0.13141,-0.00516,-0.90239,0.03442,0.05615,0.72754,19.34814,44.37256,-129.69971
90400,-0.44113,-0.12198,-0.0206,-0.88698,0.44434,0.05835,0.83936,20.81299,67.32178,-116.27197
90440,-0.47374,-0.10777,-0.03948,-0.87122,-0.02246,0.17725,0.81665,24.41406,4.94385,-93.07861
90481,-0.49811,-0.10422,-0.0514,-0.85733,0.26392,0.15137,0.81909,11.96289,47.42432,-77.81982
90521,-0.51925,-0.08823,-0.06773,-0.84536,-0.28003,0.24585,0.68481,8.54492,8.23975,-65.55176
90565,-0.53681,-0.08749,-0.07786,-0.83351,0.06812,0.3374,0.71704,1.95313,33.75244,-56.70166
90606,-0.5492,-0.07914,-0.08311,-0.82573,0.00537,0.25879,0.6936,-6.40869,-19.28711,-33.93555
90646,-0.55842,-0.07955,-0.08548,-0.81925,0.17822,0.49878,0.92334,-7.93457,31.98242,-20.20264
90686,-0.55995,-0.06185,-0.08764,-0.8195,-0.10742,0.10889,0.85522,-31.67725,6.89697,-6.7749
90726,-0.56113,-0.07541,-0.08007,-0.81833,0.66089,0.47363,1.01147,-18.43262,0.91553,10.49805
90770,-0.56088,-0.07,-0.07599,-0.81937,0.09106,0.29175,0.91968,-11.77979,-25.45166,-7.44629
90811,-0.56079,-0.0802,-0.07217,-0.81884,0.38599,0.41211,0.96631,-11.59668,11.2915,8.78906
90851,-0.56089,-0.07476,-0.07192,-0.81931,0.48584,0.3396,1.10962,-11.2915,56.57959,-24.96338
90891,-0.57118,-0.05234,-0.08936,-0.81219,-0.12427,0.65405,1.0144,2.50244,92.40723,-58.04443
90931,-0.57988,-0.0577,-0.08916,-0.80566,0.61914,0.20581,0.90723,13.3667,-56.70166,-29.47998
90975,-0.58849,-0.04763,-0.10488,-0.79815,-0.83105,0.84155,0.65991,-53.89404,114.80713,23.31543
91016,-0.57614,-0.03221,-0.10231,-0.8082,0.83643,-0.09937,0.92236,-24.53613,-30.76172,24.04785
91056,-0.57011,-0.04246,-0.0923,-0.8132,0.28442,0.56152,0.83081,-5.31006,-36.74316,17.08984
91096,-0.55792,-0.05027,-0.08369,-0.82209,0.60229,0.25098,1.23291,-43.396,34.85107,56.82373
91136,-0.54982,-0.05949,-0.07158,-0.82805,0.60645,0.25854,0.88379,9.58252,-67.19971,-5.67627
91180,-0.54731,-0.06997,-0.06968,-0.82906,-0.07056,0.32642,1.23169,-44.92188,64.69727,44.00635
91221,-0.5355,-0.07461,-0.0595,-0.83712,0.42847,0.12549,0.92017,7.56836,-75.74463,-11.16943
91261,-0.53165,-0.07683,-0.05553,-0.83964,0.08594,0.43066,1.01978,-24.29199,77.88086,18.67676
91301,-0.51831,-0.07101,-0.05339,-0.84858,0.59302,0.02148,0.95996,7.87354,-85.9375,49.01123
91345,-0.5017,-0.04319,-0.03838,-0.86115,0.16821,0.39575,0.69336,9.15527,302.49023,42.60254
91385,-0.49633,-0.03221,-0.05501,-0.86384,0.91089,0.38135,0.73047,0,-71.22803,-4.94385
91425,-0.494,-0.03594,-0.04584,-0.86556,0.09985,0.14087,1.1084,67.56592,-24.35303,12.81738
91466,-0.49496,-0.06106,-0.05146,-0.86329,0.53442,0.46509,0.80981,5.43213,-48.0957,15.44189
91506,-0.49804,-0.07432,-0.04575,-0.8608,0.50366,0.27563,1.00244,-4.82178,24.4751,-29.54102
91550,-0.49804,-0.05821,-0.05269,-0.86164,0.00928,0.25024,1.03369,-21.85059,31.79932,20.38574
91591,-0.49668,-0.06785,-0.04729,-0.86203,0.73438,0.28638,0.94434,-1.15967,-3.2959,-23.13232
91631,-0.50571,-0.06637,-0.05382,-0.85649,0.12793,0.3125,0.96826,12.51221,20.62988,-10.55908
91671,-0.50323,-0.06777,-0.05935,-0.85748,0.26245,0.50562,0.92407,-17.63916,6.53076,1.83105
91711,-0.50699,-0.06842,-0.05495,-0.85551,0.32104,0.31885,0.9436,-15.50293,27.03857,-13.42773
91755,-0.50418,-0.06523,-0.06414,-0.85677,0.30054,0.20435,1.06787,36.86523,20.75195,7.93457
91796,-0.50424,-0.07888,-0.08006,-0.85424,0.42285,0.42358,0.91455,36.13281,27.58789,-16.29639
91836,-0.50064,-0.08308,-0.10117,-0.85373,0.19116,0.37036,0.87109,88.92822,14.83154,12.51221
91876,-0.50329,-0.10479,-0.1153,-0.84797,0.3374,0.52612,0.8335,16.23535,-37.10938,-49.1333
91916,-0.5164,-0.12527,-0.11268,-0.8376,0.28125,0.42749,0.85889,21.85059,-28.19824,-0.30518
91960,-0.51227,-0.13173,-0.11622,-0.83866,0.48608,0.31421,0.9563,4.76074,16.41846,-12.08496
